,Unnamed: 0,Unnamed: 0.1,_id,ltable_ID,rtable_ID,ltable_3.5mm jack,ltable_Battery,ltable_Clock Speed,ltable_Card slot,ltable_GPS Support,ltable_GPU,ltable_Internal Storage,ltable_NFC,ltable_Name,ltable_OS,ltable_Price,ltable_Primary Camera,ltable_Resolution,ltable_SIM,ltable_Secondary Camera,ltable_Sensors,ltable_Weight,rtable_3.5mm jack,rtable_Battery,rtable_GPS Support,rtable_GPU,rtable_Internal Storage,rtable_Card slot,rtable_NFC,rtable_Name,rtable_OS,rtable_Price,rtable_Primary Camera,rtable_Clock Speed,rtable_SIM,rtable_Secondary Camera,rtable_Sensors,rtable_Weight,rtable_Resolution,Class
166,166,2882,2882,532,1052,Yes,3600.0,"Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo) - G9350Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53) - G935FD, G935F, G935W8","microSD, up to 256 GB (uses SIM 2 slot) - dual SIM model only",Yes,"Adreno 530 - G9350Mali-T880 MP12 - G935FD, G935F, G935W8","32/64/128 GB, 4 GB RAM",Yes,Samsung Galaxy S7 edge,"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)",About 450 EUR,"12 MP (f/1.7, 26mm, 1/2.5"", 1.4 Ã‚Âµm, Dual Pixel PDAF), phase detection autofocus, OIS, LED flash, check quality","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)","Single SIM (Nano-SIM) - G935F, G935W8Hybrid Dual SIM (Nano-SIM, dual stand-by) - G935FD","5 MP (f/1.7, 22mm, 1/4.1"", 1.34 Ã‚Âµm), dual video call, Auto HDR","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",157 g (5.54 oz),Yes,3600.0,,,32 GB,,Yes,"Samsung Galaxy S7 Edge (Silver Titanium, 32 GB)Â Â (4 GB RAM)",Android Marshmallow 6,"‚¹35,900",12MP,2.3 GHz,Nano SIM,5MP,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geo-magnetic Sensor, Hall Sensor, HR Sensor, Proximity Sensor, RGB Light Sensor",157 g,2560 X 1440 Pixels,1
167,167,2884,2884,2725,1052,Yes,2600.0,Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),No,Yes,Mali-T760MP8,"32/64/128 GB, 3 GB RAM",Yes,Samsung Galaxy S6 edge,"Android 5.0.2 (Lollipop), upgradable to 7.0 (Nougat)",About 420 EUR,"16 MP (f/1.9, 28mm, 1/2.6"", 1.12 Ã‚Âµm), OIS, autofocus, LED flash, check quality","1440 x 2560 pixels, 16:9 ratio (~577 ppi density)",Nano-SIM,"5 MP (f/1.9, 22mm), 1440p@30fps, dual video call, Auto HDR","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",132 g (4.66 oz),Yes,3600.0,,,32 GB,,Yes,"Samsung Galaxy S7 Edge (Silver Titanium, 32 GB)Â Â (4 GB RAM)",Android Marshmallow 6,"‚¹35,900",12MP,2.3 GHz,Nano SIM,5MP,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geo-magnetic Sensor, Hall Sensor, HR Sensor, Proximity Sensor, RGB Light Sensor",157 g,2560 X 1440 Pixels,0
168,168,2888,2888,966,1052,Yes,3220.0,Quad-core 2.7 GHz Krait 450,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 420,"32 GB, 3 GB RAM",Yes,Samsung Galaxy Note 4 (USA),"Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow)",About 250 EUR,"16 MP (f/2.2, 31mm, 1/2.6"", 1.12 Ã‚Âµm), OIS, autofocus, LED flash","1440 x 2560 pixels, 16:9 ratio (~518 ppi density)",Micro-SIM,"3.7 MP (f/1.9, 22mm), 1440p@30fps, 1080p (HDR)","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, UV, heart rate, SpO2",176 g (6.21 oz),Yes,3600.0,,,32 GB,,Yes,"Samsung Galaxy S7 Edge (Silver Titanium, 32 GB)Â Â (4 GB RAM)",Android Marshmallow 6,"‚¹35,900",12MP,2.3 GHz,Nano SIM,5MP,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geo-magnetic Sensor, Hall Sensor, HR Sensor, Proximity Sensor, RGB Light Sensor",157 g,2560 X 1440 Pixels,0
169,169,2890,2890,3171,1052,Yes,3000.0,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"microSD, up to 256 GB",Yes,Adreno 530,"32 GB, 4 GB RAM",Yes,Samsung Galaxy S7 (USA),"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)",About 370 EUR,"12 MP (f/1.7, 26mm, 1/2.5"", 1.4 Ã‚Âµm, Dual Pixel PDAF), phase detection autofocus, OIS, LED flash","1440 x 2560 pixels, 16:9 ratio (~576 ppi density)",Nano-SIM,"5 MP (f/1.7, 22mm, 1/4.1"", 1.34 Ã‚Âµm), dual video call, Auto HDR","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",152 g (5.36 oz),Yes,3600.0,,,32 GB,,Yes,"Samsung Galaxy S7 Edge (Silver Titanium, 32 GB)Â Â (4 GB RAM)",Android Marshmallow 6,"‚¹35,900",12MP,2.3 GHz,Nano SIM,5MP,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geo-magnetic Sensor, Hall Sensor, HR Sensor, Proximity Sensor, RGB Light Sensor",157 g,2560 X 1440 Pixels,0
170,170,2892,2892,1241,1052,Yes,4000.0,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 530,"32 GB, 4 GB RAM",Yes,Samsung Galaxy S7 active,"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)",About 360 EUR,"12 MP (f/1.7, 26mm, 1/2.5"", 1.4 Ã‚Âµm, Dual Pixel PDAF), phase detection autofocus, OIS, LED flash","1440 x 2560 pixels, 16:9 ratio (~576 ppi density)",Nano-SIM,"5 MP (f/1.7, 22mm, 1/4.1"", 1.34 Ã‚Âµm), dual video call, Auto HDR","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",184.8 g (6.53 oz),Yes,3600.0,,,32 GB,,Yes,"Samsung Galaxy S7 Edge (Silver Titanium, 32 GB)Â Â (4 GB RAM)",Android Marshmallow 6,"‚¹35,900",12MP,2.3 GHz,Nano SIM,5MP,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geo-magnetic Sensor, Hall Sensor, HR Sensor, Proximity Sensor, RGB Light Sensor",157 g,2560 X 1440 Pixels,0
171,171,2895,2895,1463,1052,Yes,3000.0,Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),No,Yes,Mali-T760MP8,"32/64 GB, 4 GB RAM",Yes,Samsung Galaxy S6 edge+ (USA),Android 5.1.1 (Lollipop),About 550 EUR,"16 MP (f/1.9, 28mm, 1/2.6"", 1.12 Ã‚Âµm), OIS, autofocus, LED flash","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)",Nano-SIM,"5 MP (f/1.9, 22mm), 1440p@30fps, dual video call, Auto HDR","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",153 g (5.40 oz),Yes,3600.0,,,32 GB,,Yes,"Samsung Galaxy S7 Edge (Silver Titanium, 32 GB)Â Â (4 GB RAM)",Android Marshmallow 6,"‚¹35,900",12MP,2.3 GHz,Nano SIM,5MP,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geo-magnetic Sensor, Hall Sensor, HR Sensor, Proximity Sensor, RGB Light Sensor",157 g,2560 X 1440 Pixels,0
172,172,2897,2897,1671,1052,Yes,3000.0,Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),No,Yes,Mali-T760MP8,"32/64 GB, 4 GB RAM",Yes,Samsung Galaxy S6 edge+,"Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",About 530 EUR,"16 MP (f/1.9, 28mm, 1/2.6"", 1.12 Ã‚Âµm), OIS, autofocus, LED flash, check quality","1440 x 2560 pixels, 16:9 ratio (~518 ppi density)",Nano-SIM,"5 MP (f/1.9, 22mm), 1440p@30fps, dual video call, Auto HDR","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",153 g (5.40 oz),Yes,3600.0,,,32 GB,,Yes,"Samsung Galaxy S7 Edge (Silver Titanium, 32 GB)Â Â (4 GB RAM)",Android Marshmallow 6,"‚¹35,900",12MP,2.3 GHz,Nano SIM,5MP,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geo-magnetic Sensor, Hall Sensor, HR Sensor, Proximity Sensor, RGB Light Sensor",157 g,2560 X 1440 Pixels,0
173,173,2904,2904,2493,1054,Yes,2000.0,Quad-core 1.2 GHz Cortex-A53,No,Yes,Adreno 306,"16 GB, 2 GB RAM",,Micromax Canvas Sliver 5 Q450,Android 5.0.2 (Lollipop),About 250 EUR,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~306 ppi density)",Nano-SIM,5 MP,"Accelerometer, proximity",97 g (3.42 oz),Yes,2000.0,Yes,Mali 400-MP2 at 416 MHz,16 GB,Dedicated Slot,,"Micromax Canvas 5 Lite-Special Edition (Walnut Wood, 16 GB)Â Â (3 GB RAM)",Android Lollipop 5.1,"‚¹6,250",8MP,1 GHz,Micro SIM and Micro SIM,5MP,"Gravity Sensor, Proximity Sensor, Light Sensor",,1280 x 720 Pixels,0
174,174,2910,2910,1682,1054,Yes,2300.0,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 32 GB",Yes,Mali-400MP2,"8 GB, 1 GB RAM",,Micromax Canvas Selfie 3 Q348,Android 5.0 (Lollipop),,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~306 ppi density)",Dual SIM,"8 MP, LED flash","Accelerometer, proximity",110 g (3.88 oz),Yes,2000.0,Yes,Mali 400-MP2 at 416 MHz,16 GB,Dedicated Slot,,"Micromax Canvas 5 Lite-Special Edition (Walnut Wood, 16 GB)Â Â (3 GB RAM)",Android Lollipop 5.1,"‚¹6,250",8MP,1 GHz,Micro SIM and Micro SIM,5MP,"Gravity Sensor, Proximity Sensor, Light Sensor",,1280 x 720 Pixels,0
175,175,2912,2912,2038,1054,Yes,2000.0,Quad-core 1.3 GHz Cortex-A53,"microSD, up to 32 GB",Yes,Mali-T720MP2,"16 GB, 2 GB RAM",,Micromax Canvas 5 Lite Q462,Android 5.1 (Lollipop),,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Dual SIM,5 MP,"Accelerometer, proximity",151 g (5.33 oz),Yes,2000.0,Yes,Mali 400-MP2 at 416 MHz,16 GB,Dedicated Slot,,"Micromax Canvas 5 Lite-Special Edition (Walnut Wood, 16 GB)Â Â (3 GB RAM)",Android Lollipop 5.1,"‚¹6,250",8MP,1 GHz,Micro SIM and Micro SIM,5MP,"Gravity Sensor, Proximity Sensor, Light Sensor",,1280 x 720 Pixels,1
176,176,2915,2915,492,1066,No,3000.0,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 530,"64/128 GB, 4 GB RAM",Yes,HTC U Ultra,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",About 310 EUR,"12 MP (f/1.8, 26mm, 1/2.3"", 1.55 Ã‚Âµm), OIS, phase detection & laser autofocus, dual-LED dual-tone flash, check quality","1440 x 2560 pixels, 16:9 ratio (~513 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","16 MP, 1080p, Auto-HDR","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",170 g (6.00 oz),,3000.0,Yes,,64 GB,Hybrid Slot,Yes,"HTC U ULtra (Brilliant Black, 64 GB)Â Â (4 GB RAM)",Android Nougat 7.1.1,"‚¹27,990",12MP,2.15 GHz,Nano SIM and Nano SIM,16MP,"Edge Sensor, Ambient Light Sensor, Proximity Sensor, Motion G-sensor, Compass Sensor, Gyro Sensor, Magnetic Sensor, Fingerprint Sensor, Sensor Hub",,2560 x 1440 Pixels,1
177,177,2921,2921,540,1068,Yes,2600.0,Quad-core 1.2 GHz Cortex-A7,No,Yes,PowerVR SGX544,"16 GB (13 GB user available), 1 GB RAM",,Micromax A240 Canvas Doodle 2,Android 4.2.1 (Jelly Bean),About 230 EUR,"12 MP, autofocus, dual-LED flash","720 x 1280 pixels, 16:9 ratio (~258 ppi density)",Dual SIM,5 MP,"Accelerometer, proximity",220 g (7.76 oz),Yes,2280.0,Yes,,16 GB,,,"Micromax Canvas Knight 2 (Black & Champagne, 16 GB)Â Â (2 GB RAM)",Android Lollipop 5,"‚¹6,190",13MP,1.5 GHz,,5MP,"Gravity Sensor, Proximity, Light Sensor, Accelerometer",,1280 x 720 Pixels,0
178,178,2929,2929,3070,1068,Yes,2260.0,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"microSD, up to 32 GB (uses SIM 2 slot)",Yes,Adreno 405,"16 GB, 2 GB RAM",,Micromax Canvas Knight 2 E471,Android 5.0 (Lollipop),About 230 EUR,"13 MP, autofocus, dual-LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",5 MP,"Accelerometer, proximity",-,Yes,2280.0,Yes,,16 GB,,,"Micromax Canvas Knight 2 (Black & Champagne, 16 GB)Â Â (2 GB RAM)",Android Lollipop 5,"‚¹6,190",13MP,1.5 GHz,,5MP,"Gravity Sensor, Proximity, Light Sensor, Accelerometer",,1280 x 720 Pixels,0
179,179,2932,2932,1683,1068,Yes,2000.0,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 32 GB",Yes,Mali-400MP2,"4 GB, 1 GB RAM",,Micromax A120 Canvas 2 Colors,Android 4.2 (Jelly Bean),About 110 EUR,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Dual SIM,2 MP,"Accelerometer, proximity",168 g (5.93 oz),Yes,2280.0,Yes,,16 GB,,,"Micromax Canvas Knight 2 (Black & Champagne, 16 GB)Â Â (2 GB RAM)",Android Lollipop 5,"‚¹6,190",13MP,1.5 GHz,,5MP,"Gravity Sensor, Proximity, Light Sensor, Accelerometer",,1280 x 720 Pixels,0
180,180,2943,2943,2292,1129,Yes,4000.0,Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 510,"64 GB, 6 GB RAM",Yes,Samsung Galaxy C9 Pro,"Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)",About 430 EUR,"16 MP, f/1.9, phase detection autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9, 1080p","Fingerprint (front-mounted), accelerometer, proximity, compass",189 g (6.67 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,0
181,181,2980,2980,1689,1129,Yes,3200.0,"Quad-core 2.3 GHz Krait 400 - N9005, N9002Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7) - N9000","microSD, up to 64 GB (dedicated slot)",Yes,"Adreno 330 - N9005, N9002Mali-T628 MP6 - N9000","16/32/64 GB, 3 GB RAM",Yes,Samsung Galaxy Note 3,"Android 4.3 (Jelly Bean), upgradable to 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",About 420 EUR,"13 MP (f/2.2, 31mm, 1/3"", 1.12 Ã‚Âµm), autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Micro-SIM,"2 MP (f/2.4, 27mm), 1080p@30fps","Accelerometer, gyro, proximity, compass, barometer, temperature, humidity, gesture",168 g (5.93 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,0
182,182,2986,2986,3224,1129,Yes,3300.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16/32 GB, 3 GB RAM",,Samsung Galaxy J7 Prime,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 210 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","8 MP, f/1.9","Fingerprint (front-mounted), accelerometer, proximity",167 g (5.89 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,0
183,183,2996,2996,2292,1131,Yes,4000.0,Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 510,"64 GB, 6 GB RAM",Yes,Samsung Galaxy C9 Pro,"Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)",About 430 EUR,"16 MP, f/1.9, phase detection autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9, 1080p","Fingerprint (front-mounted), accelerometer, proximity, compass",189 g (6.67 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,0
184,184,2998,2998,3127,1131,Yes,3300.0,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 506,"64 GB, 4 GB RAM",Yes,Samsung Galaxy C7 Pro,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 370 EUR,"16 MP, f/1.9, autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",172 g (6.07 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,0
185,185,3009,3009,2827,1131,Yes,2600.0,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 506,"64 GB, 4 GB RAM",Yes,Samsung Galaxy C5 Pro,Android 7.0 (Nougat),About 310 EUR,"16 MP, f/1.9, autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",145 g (5.11 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,0
186,186,3013,3013,1014,1131,Yes,3300.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"32 GB, 3 GB RAM",,Samsung Galaxy J7 Prime 2,Android 7.0 (Nougat),About 200 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, 1080p","Fingerprint (front-mounted), accelerometer, proximity",170 g (6.00 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,0
187,187,3018,3018,1136,1131,Yes,3600.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"32/64 GB, 3 GB RAM",Yes,Samsung Galaxy J7 Pro,Android 7.0 (Nougat),About 260 EUR,"13 MP, f/1.7, autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash, 1080p","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",181 g (6.38 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,1
188,188,3033,3033,1689,1131,Yes,3200.0,"Quad-core 2.3 GHz Krait 400 - N9005, N9002Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7) - N9000","microSD, up to 64 GB (dedicated slot)",Yes,"Adreno 330 - N9005, N9002Mali-T628 MP6 - N9000","16/32/64 GB, 3 GB RAM",Yes,Samsung Galaxy Note 3,"Android 4.3 (Jelly Bean), upgradable to 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",About 420 EUR,"13 MP (f/2.2, 31mm, 1/3"", 1.12 Ã‚Âµm), autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Micro-SIM,"2 MP (f/2.4, 27mm), 1080p@30fps","Accelerometer, gyro, proximity, compass, barometer, temperature, humidity, gesture",168 g (5.93 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,0
189,189,3062,3062,2827,1136,Yes,2600.0,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 506,"64 GB, 4 GB RAM",Yes,Samsung Galaxy C5 Pro,Android 7.0 (Nougat),About 310 EUR,"16 MP, f/1.9, autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",145 g (5.11 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,0
190,190,3071,3071,1136,1136,Yes,3600.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"32/64 GB, 3 GB RAM",Yes,Samsung Galaxy J7 Pro,Android 7.0 (Nougat),About 260 EUR,"13 MP, f/1.7, autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash, 1080p","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",181 g (6.38 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,1
191,191,3109,3109,2139,1137,Yes,3300.0,Octa-core (4x2.35 GHz Cortex-A53 & 4x1.65 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T880MP2,"32 GB, 4 GB RAM",,Samsung Galaxy J7 Max,Android 7.0 (Nougat),About 250 EUR,"13 MP, f/1.7, autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",179 g (6.31 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,0
