All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PrecedingTitle,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION,NEGATIVE_FEATURE,POSITIVE_FEATURE,Surrounding_Caps,Apostrophe,POST_IS_PREPOSITION,RELATIONSHIP,POST_IS_SPEAK_VERB,PRE_IS_SPEAK_VERB,INSTANCE_IS_POSITION,INSTANCE_IS_COUNTRY
Repealing,388,./data/train/250.txt,1,388,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Hunting,390,./data/train/250.txt,1,390,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Bill,391,./data/train/250.txt,1,391,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Parliament,399,./data/train/250.txt,1,399,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Act,400,./data/train/250.txt,1,400,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
High,404,./data/train/250.txt,1,404,False,4,100,False,True,100,True,False,True,False,False,False,False,False,False,False
Court,405,./data/train/250.txt,1,405,False,5,100,False,False,100,True,False,True,False,False,False,False,False,False,False
New,414,./data/train/250.txt,1,414,False,3,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Year,415,./data/train/250.txt,1,415,False,4,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Whichever,416,./data/train/250.txt,1,416,False,5,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Court,452,./data/train/250.txt,1,452,False,3,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Whatever,480,./data/train/250.txt,1,480,False,100,2,False,False,100,False,False,False,False,False,False,False,False,False,False
Alun,499,./data/train/250.txt,1,499,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Michael,500,./data/train/250.txt,1,500,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Tony,563,./data/train/250.txt,1,563,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,564,./data/train/250.txt,1,564,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
People,588,./data/train/250.txt,1,588,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Whether,736,./data/train/250.txt,1,736,False,100,3,False,False,100,False,False,False,False,False,False,False,False,False,False
Everything,754,./data/train/250.txt,1,754,False,4,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Choice,798,./data/train/250.txt,1,798,False,100,3,False,False,100,False,False,False,False,False,False,False,False,False,False
Choice,830,./data/train/250.txt,1,830,False,100,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Firstly,889,./data/train/250.txt,1,889,False,3,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Secondly,902,./data/train/250.txt,1,902,False,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Thirdly,911,./data/train/250.txt,1,911,False,3,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Politicians,971,./data/train/250.txt,1,971,False,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Fuel,992,./data/train/250.txt,1,992,False,3,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Gordon,1018,./data/train/250.txt,1,1018,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Brown,1019,./data/train/250.txt,1,1019,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Tuppence,1025,./data/train/250.txt,1,1025,False,4,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Regrettably,1121,./data/train/250.txt,1,1121,False,2,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Whatever,1138,./data/train/250.txt,1,1138,False,5,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Blair,0,./data/train/252.txt,1,0,True,100,2,False,False,100,False,False,False,False,False,False,False,False,False,False
Tony,6,./data/train/252.txt,1,6,False,2,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,7,./data/train/252.txt,1,7,False,3,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Gordon,9,./data/train/252.txt,1,9,False,1,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Brown,10,./data/train/252.txt,1,10,False,2,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Telegraph,48,./data/train/252.txt,1,48,False,3,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Robert,50,./data/train/252.txt,1,50,False,5,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Peston,51,./data/train/252.txt,1,51,False,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
Brown's,65,./data/train/252.txt,1,65,False,100,1,False,False,100,False,False,True,True,False,False,False,False,False,False
Tony,68,./data/train/252.txt,1,68,False,1,1,False,False,100,False,False,True,False,False,False,False,True,False,False
Blair,69,./data/train/252.txt,1,69,False,2,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,87,./data/train/252.txt,1,87,False,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Brown,90,./data/train/252.txt,1,90,False,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
Iraq,97,./data/train/252.txt,1,97,False,2,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Labour,112,./data/train/252.txt,1,112,False,2,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Party,113,./data/train/252.txt,1,113,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Telegraph,120,./data/train/252.txt,1,120,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Blair,124,./data/train/252.txt,1,124,False,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
John,135,./data/train/252.txt,1,135,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Prescott,136,./data/train/252.txt,1,136,False,100,100,False,False,100,False,False,True,False,True,False,False,False,False,False
Gordon,151,./data/train/252.txt,1,151,False,1,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Brown,152,./data/train/252.txt,1,152,False,2,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Peston,177,./data/train/252.txt,1,177,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
I'm,183,./data/train/252.txt,1,183,False,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Peston,237,./data/train/252.txt,1,237,False,3,0,False,False,100,False,False,True,False,False,False,True,False,False,False
BBC,239,./data/train/252.txt,1,239,False,1,3,False,False,100,False,False,True,False,False,False,False,True,False,False
News,240,./data/train/252.txt,1,240,False,2,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Brown,296,./data/train/252.txt,1,296,True,3,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Rumours,326,./data/train/252.txt,1,326,False,4,3,False,False,100,False,False,False,False,True,False,False,False,False,False
Blair's,339,./data/train/252.txt,1,339,False,2,100,False,False,100,False,False,True,True,False,False,False,False,False,False
Brown,353,./data/train/252.txt,1,353,False,100,3,False,False,100,True,False,True,False,True,False,False,False,False,False
Marshall,364,./data/train/252.txt,1,364,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Plan,365,./data/train/252.txt,1,365,False,100,3,False,False,100,True,False,False,False,True,False,False,False,False,False
Africa,367,./data/train/252.txt,1,367,False,100,1,False,False,100,True,False,True,False,False,False,False,False,False,False
Former,383,./data/train/252.txt,1,383,False,3,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Frank,386,./data/train/252.txt,1,386,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Field,387,./data/train/252.txt,1,387,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
GMTV's,397,./data/train/252.txt,1,397,False,100,3,False,False,100,True,False,True,True,False,False,False,False,False,False
Programme,399,./data/train/252.txt,1,399,False,100,1,False,False,100,True,False,True,False,False,False,False,False,False,False
Labour,433,./data/train/252.txt,1,433,False,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Birkenhead,436,./data/train/252.txt,1,436,False,100,2,False,False,2,False,False,False,False,False,False,False,False,False,False
Brown,446,./data/train/252.txt,1,446,False,2,1,False,False,100,False,False,True,False,True,False,False,False,False,False
Blair,452,./data/train/252.txt,1,452,False,4,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Conservative,459,./data/train/252.txt,1,459,False,2,100,False,False,100,False,False,False,False,False,False,False,False,False,False
David,462,./data/train/252.txt,1,462,False,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Cameron,463,./data/train/252.txt,1,463,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Witney,466,./data/train/252.txt,1,466,False,100,100,False,False,2,False,False,False,False,False,False,False,False,False,False
Carol,507,./data/train/252.txt,1,507,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Walker,508,./data/train/252.txt,1,508,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
BBC,509,./data/train/252.txt,1,509,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
News,510,./data/train/252.txt,1,510,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,0,./data/train/253.txt,1,0,True,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Tony,5,./data/train/253.txt,1,5,False,1,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,6,./data/train/253.txt,1,6,False,2,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Gordon,12,./data/train/253.txt,1,12,False,1,2,False,False,100,False,False,True,False,False,False,False,True,False,False
Brown,13,./data/train/253.txt,1,13,False,2,1,False,False,100,False,False,True,False,False,False,False,False,False,False
BBC,34,./data/train/253.txt,1,34,False,1,100,False,False,100,False,False,True,False,False,False,False,True,False,False
One's,35,./data/train/253.txt,1,35,False,2,100,False,False,100,False,False,True,True,False,False,False,False,False,False
Breakfast,36,./data/train/253.txt,1,36,False,3,100,False,False,100,False,False,True,False,True,False,False,False,False,False
Frost,38,./data/train/253.txt,1,38,False,5,2,False,False,100,False,False,False,False,False,False,False,False,False,False
According,40,./data/train/253.txt,1,40,False,100,0,False,False,100,False,False,False,False,True,False,False,False,False,False
Brown's,45,./data/train/253.txt,1,45,True,4,3,False,False,100,True,False,True,True,False,False,False,False,False,False
Blair,48,./data/train/253.txt,1,48,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Brown,59,./data/train/253.txt,1,59,False,4,100,False,False,100,False,False,True,False,True,False,False,False,False,False
Blair,68,./data/train/253.txt,1,68,False,100,0,False,False,100,True,False,True,False,False,False,True,False,False,False
Blair,88,./data/train/253.txt,1,88,False,100,2,False,False,100,True,False,True,False,False,False,False,False,False,False
I've,90,./data/train/253.txt,1,90,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Telegraph,130,./data/train/253.txt,1,130,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Robert,132,./data/train/253.txt,1,132,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Peston,133,./data/train/253.txt,1,133,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Tony,152,./data/train/253.txt,1,152,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,153,./data/train/253.txt,1,153,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Iraq,166,./data/train/253.txt,1,166,False,4,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Labour,178,./data/train/253.txt,1,178,False,2,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Party,179,./data/train/253.txt,1,179,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Prime,188,./data/train/253.txt,1,188,False,100,100,False,False,1,True,False,True,False,False,False,False,False,False,False
John,190,./data/train/253.txt,1,190,False,100,2,False,False,3,False,False,True,False,False,False,False,False,False,False
Prescott,191,./data/train/253.txt,1,191,False,100,1,False,False,4,False,False,True,False,False,False,False,False,False,False
Brown,195,./data/train/253.txt,1,195,False,2,3,False,False,100,False,False,True,False,True,False,False,False,False,False
According,202,./data/train/253.txt,1,202,False,2,0,False,False,100,False,False,False,False,True,False,False,False,False,False
Peston,205,./data/train/253.txt,1,205,False,2,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Help,210,./data/train/253.txt,1,210,False,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Peston,255,./data/train/253.txt,1,255,False,4,0,False,False,100,False,False,True,False,False,False,True,False,False,False
BBC,257,./data/train/253.txt,1,257,False,1,3,False,False,100,False,False,True,False,False,False,False,True,False,False
News,258,./data/train/253.txt,1,258,False,2,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Brown,314,./data/train/253.txt,1,314,True,3,1,False,False,100,False,False,False,False,False,False,False,False,False,False
BBC,331,./data/train/253.txt,1,331,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Middle,342,./data/train/253.txt,1,342,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
East,343,./data/train/253.txt,1,343,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Northern,347,./data/train/253.txt,1,347,False,2,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Ireland,348,./data/train/253.txt,1,348,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,350,./data/train/253.txt,1,350,False,5,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair's,419,./data/train/253.txt,1,419,False,4,1,False,False,100,False,False,True,True,False,False,False,False,False,False
Brown,437,./data/train/253.txt,1,437,False,100,3,False,False,100,True,False,True,False,True,False,False,False,False,False
Marshall,448,./data/train/253.txt,1,448,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Plan,449,./data/train/253.txt,1,449,False,100,3,False,False,100,True,False,False,False,True,False,False,False,False,False
Africa,451,./data/train/253.txt,1,451,False,100,1,False,False,100,True,False,True,False,False,False,False,False,False,False
Former,488,./data/train/253.txt,1,488,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Frank,491,./data/train/253.txt,1,491,True,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Field,492,./data/train/253.txt,1,492,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Brown,501,./data/train/253.txt,1,501,False,2,1,False,False,100,False,False,True,False,True,False,False,False,False,False
Blair,507,./data/train/253.txt,1,507,False,4,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Tory,514,./data/train/253.txt,1,514,False,2,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Michael,516,./data/train/253.txt,1,516,False,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Howard,517,./data/train/253.txt,1,517,False,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Brown,524,./data/train/253.txt,1,524,False,100,100,False,False,100,False,False,True,False,True,False,False,False,False,False
Sky,531,./data/train/253.txt,1,531,False,1,100,False,False,100,False,False,True,False,False,False,False,True,False,False
News',532,./data/train/253.txt,1,532,False,2,100,False,False,100,False,False,True,True,False,False,False,False,False,False
Adam,535,./data/train/253.txt,1,535,False,5,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Boulton,536,./data/train/253.txt,1,536,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Liberal,551,./data/train/253.txt,1,551,False,3,100,False,True,100,False,False,True,False,False,False,False,False,False,False
Democrat,552,./data/train/253.txt,1,552,False,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Matthew,555,./data/train/253.txt,1,555,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Taylor,556,./data/train/253.txt,1,556,False,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
Blair,563,./data/train/253.txt,1,563,False,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Brown,566,./data/train/253.txt,1,566,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Either,575,./data/train/253.txt,1,575,False,100,2,False,False,100,False,False,False,False,False,False,False,False,False,False
Blair,607,./data/train/253.txt,1,607,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
David,614,./data/train/253.txt,1,614,False,5,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Blunkett,615,./data/train/253.txt,1,615,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Labour,0,./data/train/258.txt,1,0,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Labour,16,./data/train/258.txt,1,16,False,5,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Tony,39,./data/train/258.txt,1,39,False,1,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,40,./data/train/258.txt,1,40,False,2,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Gordon,42,./data/train/258.txt,1,42,False,4,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Brown,43,./data/train/258.txt,1,43,False,5,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Labour,55,./data/train/258.txt,1,55,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Labour,64,./data/train/258.txt,1,64,False,100,3,False,False,100,False,False,False,False,False,False,False,False,False,False
Labour,81,./data/train/258.txt,1,81,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Labour,142,./data/train/258.txt,1,142,False,5,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Paul,167,./data/train/258.txt,1,167,False,100,3,False,False,100,True,False,True,False,False,False,False,False,False,False
Flynn,168,./data/train/258.txt,1,168,False,100,2,False,False,100,True,False,True,False,False,False,False,False,False,False
Stephen,227,./data/train/258.txt,1,227,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Pound,228,./data/train/258.txt,1,228,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Labour,252,./data/train/258.txt,1,252,False,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Party,253,./data/train/258.txt,1,253,False,100,100,False,False,100,False,False,True,False,True,False,False,False,False,False
Brown,301,./data/train/258.txt,1,301,False,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Alan,306,./data/train/258.txt,1,306,False,100,100,False,False,100,False,True,True,False,False,False,False,False,False,False
Milburn,307,./data/train/258.txt,1,307,False,100,100,False,False,100,False,True,True,False,False,False,False,False,False,False
Brown's,321,./data/train/258.txt,1,321,False,100,100,False,False,100,True,False,True,True,False,False,False,False,False,False
Prime,326,./data/train/258.txt,1,326,False,100,100,False,False,1,False,False,True,False,False,False,False,False,False,False
John,328,./data/train/258.txt,1,328,False,100,100,False,False,3,False,False,True,False,False,False,False,False,False,False
Prescott,329,./data/train/258.txt,1,329,False,100,100,False,False,4,False,False,True,False,True,False,False,False,False,False
Firstly,347,./data/train/258.txt,1,347,False,4,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Even,376,./data/train/258.txt,1,376,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Prescott,378,./data/train/258.txt,1,378,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,393,./data/train/258.txt,1,393,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Brown,396,./data/train/258.txt,1,396,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Secondly,400,./data/train/258.txt,1,400,False,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Even,452,./data/train/258.txt,1,452,False,2,3,False,False,100,False,False,False,False,False,False,False,False,False,False
Brown,465,./data/train/258.txt,1,465,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Africa,468,./data/train/258.txt,1,468,False,2,100,False,False,100,True,False,False,False,True,False,False,False,False,False
New,503,./data/train/258.txt,1,503,False,1,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Labour,504,./data/train/258.txt,1,504,False,2,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Similarly,508,./data/train/258.txt,1,508,False,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
None,541,./data/train/258.txt,1,541,False,4,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Brown,564,./data/train/258.txt,1,564,False,3,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Brownite,576,./data/train/258.txt,1,576,False,2,3,False,False,100,False,False,False,False,False,False,False,False,False,False
Mind,621,./data/train/258.txt,1,621,False,100,2,False,False,100,True,False,False,False,False,False,False,False,False,False
Idols',1,./data/train/259.txt,1,1,False,100,0,False,False,100,False,False,False,True,False,False,False,False,False,False
Vote,5,./data/train/259.txt,1,5,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Pop,10,./data/train/259.txt,1,10,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Idol,11,./data/train/259.txt,1,11,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Martin,102,./data/train/259.txt,1,102,False,100,100,False,False,1,False,False,True,False,False,False,False,False,False,False
Bell,103,./data/train/259.txt,1,103,False,100,100,False,False,2,False,False,True,False,False,False,False,False,False,False
BBC,106,./data/train/259.txt,1,106,False,100,100,False,False,5,True,False,True,False,False,False,False,False,False,False
Radio,107,./data/train/259.txt,1,107,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Today,109,./data/train/259.txt,1,109,False,100,100,False,False,100,True,True,False,False,False,False,False,False,False,False
Bell,112,./data/train/259.txt,1,112,False,100,1,False,False,100,False,True,True,False,False,False,False,False,False,False
Westminster,126,./data/train/259.txt,1,126,False,100,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Sir,161,./data/train/259.txt,1,161,False,100,100,True,False,100,True,False,True,False,False,False,False,False,False,False
Bernard,162,./data/train/259.txt,1,162,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Ingham,163,./data/train/259.txt,1,163,False,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Margaret,164,./data/train/259.txt,1,164,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Thatcher's,165,./data/train/259.txt,1,165,False,100,1,False,False,100,False,False,True,True,False,False,False,False,False,False
Sir,199,./data/train/259.txt,1,199,False,1,100,True,False,100,False,False,True,False,False,False,False,False,False,False
Bernard,200,./data/train/259.txt,1,200,False,2,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Among,217,./data/train/259.txt,1,217,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Among,246,./data/train/259.txt,1,246,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Bruce,257,./data/train/259.txt,1,257,False,5,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Forsyth's,258,./data/train/259.txt,1,258,False,100,100,False,False,100,True,False,True,True,False,False,False,False,False,False
Bill,261,./data/train/259.txt,1,261,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Oddie,262,./data/train/259.txt,1,262,False,100,100,False,False,100,False,False,True,False,True,False,False,False,False,False
Pop,271,./data/train/259.txt,1,271,False,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Idol,272,./data/train/259.txt,1,272,False,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
John,322,./data/train/259.txt,1,322,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Sergeant,323,./data/train/259.txt,1,323,False,100,100,False,False,100,False,False,True,False,True,False,False,False,False,False
Lorraine,327,./data/train/259.txt,1,327,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Kelly,328,./data/train/259.txt,1,328,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Nicki,331,./data/train/259.txt,1,331,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Chapman,332,./data/train/259.txt,1,332,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Kelvin,342,./data/train/259.txt,1,342,False,1,100,False,False,100,False,False,True,False,False,False,False,False,False,False
MacKenzie,343,./data/train/259.txt,1,343,False,2,100,False,False,100,False,False,True,False,True,False,False,False,False,False
Simon,346,./data/train/259.txt,1,346,False,5,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Cowell,347,./data/train/259.txt,1,347,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Nasty,349,./data/train/259.txt,1,349,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Sun,353,./data/train/259.txt,1,353,False,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Wheelchair,378,./data/train/259.txt,1,378,False,100,3,False,False,100,True,False,False,False,False,False,False,False,False,False
Kevin,380,./data/train/259.txt,1,380,False,100,1,False,False,100,True,False,True,False,False,False,False,False,False,False
Donnellon,381,./data/train/259.txt,1,381,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Don't,396,./data/train/259.txt,1,396,False,2,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Inuit?,401,./data/train/259.txt,1,401,False,3,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Barry,406,./data/train/259.txt,1,406,False,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Lim,407,./data/train/259.txt,1,407,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
MacKenzie,428,./data/train/259.txt,1,428,False,5,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Lim,430,./data/train/259.txt,1,430,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Brown,473,./data/train/259.txt,1,473,False,5,1,False,False,100,True,False,True,False,False,False,False,False,False,False
MacKenzie,498,./data/train/259.txt,1,498,False,2,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Lim,517,./data/train/259.txt,1,517,False,5,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Jonathan,523,./data/train/259.txt,1,523,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Maitland,524,./data/train/259.txt,1,524,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Irfan,525,./data/train/259.txt,1,525,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Hanif,526,./data/train/259.txt,1,526,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Bolton,531,./data/train/259.txt,1,531,False,100,0,False,False,100,True,False,False,False,False,False,False,False,False,False
MacKenzie's,545,./data/train/259.txt,1,545,False,3,100,False,False,100,True,False,True,True,False,False,False,False,False,False
NHS,554,./data/train/259.txt,1,554,False,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Dominic,566,./data/train/259.txt,1,566,False,2,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Carman,567,./data/train/259.txt,1,567,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
George,574,./data/train/259.txt,1,574,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Carman,575,./data/train/259.txt,1,575,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Opinion,594,./data/train/259.txt,1,594,False,3,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Rodney,599,./data/train/259.txt,1,599,False,2,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Hylton-Potts,600,./data/train/259.txt,1,600,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
MacKenzie,606,./data/train/259.txt,1,606,False,100,0,False,False,100,True,False,True,False,False,False,False,False,False,False
Houses,636,./data/train/259.txt,1,636,False,100,100,False,False,100,True,False,False,False,True,False,False,False,False,False
Parliament.,638,./data/train/259.txt,1,638,False,100,3,False,False,100,True,False,True,False,False,False,False,False,False,False
Kelly,641,./data/train/259.txt,1,641,False,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
ITV,674,./data/train/259.txt,1,674,False,100,0,False,False,3,False,False,False,False,False,False,False,False,False,False
Labour,0,./data/train/260.txt,1,0,False,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Labour's,6,./data/train/260.txt,1,6,False,4,1,False,False,100,False,False,False,True,False,False,False,False,False,False
Tony,22,./data/train/260.txt,1,22,False,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,23,./data/train/260.txt,1,23,False,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
