All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION
Brown,135,./markedupfiles/225.txt,1,135,False,4,0,3,0,False,False,False,100
Alan,139,./markedupfiles/225.txt,1,139,False,3,100,1,1,False,False,False,100
Milburn,140,./markedupfiles/225.txt,1,140,False,4,100,2,0,False,False,False,100
Blair,143,./markedupfiles/225.txt,1,143,False,100,1,2,2,False,False,False,100
Later,156,./markedupfiles/225.txt,1,156,False,4,100,2,0,False,False,False,100
Brown,189,./markedupfiles/225.txt,1,189,False,100,1,3,1,False,False,False,100
Tanzania,193,./markedupfiles/225.txt,1,193,False,2,3,2,1,False,False,False,100
Mozambique,194,./markedupfiles/225.txt,1,194,False,3,2,3,0,False,False,False,100
Kenya,196,./markedupfiles/225.txt,1,196,False,5,0,1,0,False,False,False,100
Africans,203,./markedupfiles/225.txt,1,203,False,100,0,2,1,False,False,False,100
Aids,206,./markedupfiles/225.txt,1,206,False,2,100,1,1,False,False,False,100
Blair,214,./markedupfiles/225.txt,1,214,False,100,0,2,0,False,False,False,100
The,220,./markedupfiles/225.txt,1,220,False,3,100,2,2,False,False,False,100
Monday's,229,./markedupfiles/225.txt,1,229,False,4,100,1,1,False,True,False,100
Parliamentary,233,./markedupfiles/225.txt,1,233,False,100,100,1,2,False,False,False,100
Labour,234,./markedupfiles/225.txt,1,234,False,100,3,2,1,False,False,False,100
Party,235,./markedupfiles/225.txt,1,235,False,100,2,3,0,False,False,False,100
Robert,241,./markedupfiles/225.txt,1,241,False,3,100,2,100,False,False,False,100
Peston's,242,./markedupfiles/225.txt,1,242,False,4,100,3,100,False,True,False,100
Blair,246,./markedupfiles/225.txt,1,246,False,100,0,100,2,False,False,False,100
MPs,248,./markedupfiles/225.txt,1,248,False,1,3,100,0,False,False,False,100
Cabinet,257,./markedupfiles/225.txt,1,257,False,5,3,1,0,False,False,False,100
Labour,271,./markedupfiles/225.txt,1,271,False,100,100,2,1,False,False,False,100
Party,272,./markedupfiles/225.txt,1,272,False,100,100,3,0,False,False,False,100
Labour's,285,./markedupfiles/225.txt,1,285,False,100,2,100,3,False,True,False,100
Paul,286,./markedupfiles/225.txt,1,286,False,100,1,100,2,False,False,False,100
Flynn,287,./markedupfiles/225.txt,1,287,False,100,0,100,1,False,False,False,100
"""scorching""",294,./markedupfiles/225.txt,1,294,False,3,100,1,0,False,False,False,100
MPs.,296,./markedupfiles/225.txt,1,296,False,5,100,1,100,False,False,False,100
Tuesday,298,./markedupfiles/225.txt,1,298,False,100,100,3,100,False,False,False,100
Deputy,299,./markedupfiles/225.txt,1,299,False,100,100,4,100,False,False,False,100
Prime,300,./markedupfiles/225.txt,1,300,False,100,3,5,100,False,False,False,1
Minister,301,./markedupfiles/225.txt,1,301,False,100,2,100,100,False,False,False,2
Prescott,303,./markedupfiles/225.txt,1,303,False,100,0,100,100,False,False,False,4
BBC,305,./markedupfiles/225.txt,1,305,False,1,2,100,100,False,False,False,4
News,306,./markedupfiles/225.txt,1,306,False,2,1,100,3,False,False,False,5
"""They",307,./markedupfiles/225.txt,1,307,False,3,0,100,2,False,False,False,100
The,322,./markedupfiles/225.txt,1,322,False,3,1,2,100,False,False,False,100
Prescott,327,./markedupfiles/225.txt,1,327,False,3,100,100,1,False,False,False,100
November,332,./markedupfiles/225.txt,1,332,False,100,100,1,1,False,False,False,100
Brown,340,./markedupfiles/225.txt,1,340,False,2,1,5,0,False,False,False,100
Iraq,356,./markedupfiles/225.txt,1,356,False,3,100,1,3,False,False,False,100
Blair,359,./markedupfiles/225.txt,1,359,False,100,100,4,0,False,False,False,100
June,365,./markedupfiles/225.txt,1,365,False,100,100,1,1,False,False,False,100
Cabinet,368,./markedupfiles/225.txt,1,368,False,100,100,1,2,False,False,False,100
Peston.,382,./markedupfiles/225.txt,1,382,False,2,3,4,100,False,False,False,100
Peston's,385,./markedupfiles/225.txt,1,385,False,5,0,100,3,False,True,False,100
Brown,388,./markedupfiles/225.txt,1,388,False,2,0,100,0,False,False,False,100
"""There",397,./markedupfiles/225.txt,1,397,False,4,0,3,0,False,False,False,100
Woolf,0,./markedupfiles/231.txt,1,0,True,100,0,100,100,False,False,False,100
Plans,4,./markedupfiles/231.txt,1,4,False,3,0,100,0,False,False,False,100
There,18,./markedupfiles/231.txt,1,18,False,3,0,3,0,False,False,False,100
Sentencing,27,./markedupfiles/231.txt,1,27,False,100,3,1,100,False,False,False,100
Guidelines,28,./markedupfiles/231.txt,1,28,False,100,2,2,3,False,False,False,100
Council,29,./markedupfiles/231.txt,1,29,False,100,1,3,2,False,False,False,100
Lord,33,./markedupfiles/231.txt,1,33,False,2,100,1,3,True,False,False,100
Woolf,34,./markedupfiles/231.txt,1,34,False,3,100,2,2,False,False,False,100
England,40,./markedupfiles/231.txt,1,40,False,100,3,1,0,False,False,False,100
Wales.,42,./markedupfiles/231.txt,1,42,False,100,1,1,1,False,False,False,100
But,61,./markedupfiles/231.txt,1,61,False,100,1,3,0,False,False,False,100
"""whole",77,./markedupfiles/231.txt,1,77,False,2,100,1,3,False,False,False,100
Lord,83,./markedupfiles/231.txt,1,83,False,1,100,2,1,True,False,False,100
Woolf,84,./markedupfiles/231.txt,1,84,False,2,100,3,0,False,False,False,100
Lord,86,./markedupfiles/231.txt,1,86,False,4,2,5,2,True,False,False,100
Chief,87,./markedupfiles/231.txt,1,87,False,5,1,2,1,False,False,False,100
Justice,88,./markedupfiles/231.txt,1,88,False,100,0,3,0,False,False,False,100
The,116,./markedupfiles/231.txt,1,116,False,2,1,2,1,False,False,False,100
But,147,./markedupfiles/231.txt,1,147,False,100,100,2,1,False,False,False,100
Victims,151,./markedupfiles/231.txt,1,151,False,100,100,1,0,False,False,False,100
Crime,153,./markedupfiles/231.txt,1,153,False,100,100,4,100,False,False,False,100
Trust,154,./markedupfiles/231.txt,1,154,False,100,100,5,100,False,False,False,100
Norman,155,./markedupfiles/231.txt,1,155,False,100,100,3,100,False,False,False,100
Brennan,156,./markedupfiles/231.txt,1,156,False,100,100,4,3,False,False,False,100
Lord,158,./markedupfiles/231.txt,1,158,False,100,100,100,1,True,False,False,100
Woolf,159,./markedupfiles/231.txt,1,159,False,100,100,100,0,False,False,False,100
"""arrogant",163,./markedupfiles/231.txt,1,163,False,100,100,1,1,False,False,False,100
The,173,./markedupfiles/231.txt,1,173,False,100,100,3,2,False,False,False,100
National,174,./markedupfiles/231.txt,1,174,False,100,100,4,1,False,False,False,100
Association,175,./markedupfiles/231.txt,1,175,False,100,3,5,0,False,False,False,100
Probation,177,./markedupfiles/231.txt,1,177,False,100,1,1,2,False,False,False,100
Officers,178,./markedupfiles/231.txt,1,178,False,100,0,2,1,False,False,False,100
"""political",184,./markedupfiles/231.txt,1,184,False,1,2,1,100,False,False,False,100
Sentencing,191,./markedupfiles/231.txt,1,191,False,4,100,1,3,False,False,False,100
Guidelines,192,./markedupfiles/231.txt,1,192,False,5,100,2,2,False,False,False,100
Council,193,./markedupfiles/231.txt,1,193,False,100,100,3,1,False,False,False,100
"""weighed",206,./markedupfiles/231.txt,1,206,False,1,3,1,1,False,False,False,100
"""an",217,./markedupfiles/231.txt,1,217,False,1,100,1,100,False,False,False,100
Where,221,./markedupfiles/231.txt,1,221,False,5,1,5,0,False,False,False,100
Wednesday,257,./markedupfiles/231.txt,1,257,False,100,100,1,100,False,False,False,100
Lord,258,./markedupfiles/231.txt,1,258,False,100,3,2,3,True,False,False,100
Woolf,259,./markedupfiles/231.txt,1,259,False,100,2,3,2,False,False,False,100
SGC,283,./markedupfiles/231.txt,1,283,False,3,0,1,0,False,False,False,100
Director,317,./markedupfiles/231.txt,1,317,False,4,100,2,0,False,False,False,100
Public,319,./markedupfiles/231.txt,1,319,False,100,100,1,100,False,False,False,2
Prosecutions,320,./markedupfiles/231.txt,1,320,False,100,100,2,3,False,False,False,3
Ken,321,./markedupfiles/231.txt,1,321,False,100,3,3,2,False,False,False,4
Macdonald,322,./markedupfiles/231.txt,1,322,False,100,2,4,1,False,False,False,5
SGC,328,./markedupfiles/231.txt,1,328,False,3,0,1,1,False,False,False,100
"""What",346,./markedupfiles/231.txt,1,346,False,4,100,2,0,False,False,False,100
"""It",371,./markedupfiles/231.txt,1,371,False,3,100,2,1,False,False,False,100
Butler,0,./markedupfiles/027.txt,1,0,True,100,100,100,2,False,False,False,100
Blair,4,./markedupfiles/027.txt,1,4,True,100,2,1,100,False,False,False,100
Former,5,./markedupfiles/027.txt,1,5,False,100,1,2,100,False,False,False,100
Lord,9,./markedupfiles/027.txt,1,9,False,2,1,100,1,True,False,False,100
Butler,10,./markedupfiles/027.txt,1,10,False,3,0,100,0,False,False,False,100
Tony,15,./markedupfiles/027.txt,1,15,False,4,100,2,100,False,False,False,100
Blair's,16,./markedupfiles/027.txt,1,16,False,5,100,3,3,False,True,False,100
Iraq,32,./markedupfiles/027.txt,1,32,False,100,1,3,1,False,False,False,100
"""sold""",35,./markedupfiles/027.txt,1,35,False,1,0,1,0,False,False,False,100
Tory,50,./markedupfiles/027.txt,1,50,False,2,3,4,100,False,False,False,100
Michael,52,./markedupfiles/027.txt,1,52,False,4,1,100,100,False,False,False,100
Howard,53,./markedupfiles/027.txt,1,53,False,5,0,100,3,False,False,False,100
Lord,55,./markedupfiles/027.txt,1,55,False,1,1,100,1,True,False,False,100
Butler,56,./markedupfiles/027.txt,1,56,False,2,0,100,0,False,False,False,100
"""most",60,./markedupfiles/027.txt,1,60,False,2,3,1,2,False,False,False,100
But,66,./markedupfiles/027.txt,1,66,False,2,2,3,100,False,False,False,100
Downing,67,./markedupfiles/027.txt,1,67,False,3,1,4,100,False,False,False,100
Street,68,./markedupfiles/027.txt,1,68,False,4,0,5,3,False,False,False,100
Blair,71,./markedupfiles/027.txt,1,71,False,2,0,100,0,False,False,False,100
Lord,80,./markedupfiles/027.txt,1,80,False,100,1,2,100,True,False,False,100
Butler,81,./markedupfiles/027.txt,1,81,False,100,0,3,100,False,False,False,100
Blair,84,./markedupfiles/027.txt,1,84,False,2,100,100,1,False,False,False,100
Cabinet,87,./markedupfiles/027.txt,1,87,False,5,100,1,0,False,False,False,100
The,102,./markedupfiles/027.txt,1,102,False,2,100,3,100,False,False,False,100
Cabinet,109,./markedupfiles/027.txt,1,109,False,2,0,1,0,False,False,False,100
But,120,./markedupfiles/027.txt,1,120,False,100,100,3,0,False,False,False,100
"""You",123,./markedupfiles/027.txt,1,123,False,100,100,2,1,False,False,False,100
Cabinet.,133,./markedupfiles/027.txt,1,133,False,4,100,1,1,False,False,False,100
It's,134,./markedupfiles/027.txt,1,134,False,5,100,2,0,False,True,False,100
Lord,138,./markedupfiles/027.txt,1,138,False,100,1,2,2,True,False,False,100
Butler,139,./markedupfiles/027.txt,1,139,False,100,0,3,1,False,False,False,100
"""bring",148,./markedupfiles/027.txt,1,148,False,1,100,1,0,False,False,False,100
"Bills""",151,./markedupfiles/027.txt,1,151,False,4,2,2,0,False,False,False,100
"""to",153,./markedupfiles/027.txt,1,153,False,100,0,1,0,False,False,False,100
The,169,./markedupfiles/027.txt,1,169,False,100,3,3,100,False,False,False,100
The,178,./markedupfiles/027.txt,1,178,False,5,3,1,100,False,False,False,100
Spectator,179,./markedupfiles/027.txt,1,179,False,100,2,2,3,False,False,False,100
Howard,224,./markedupfiles/027.txt,1,224,False,100,100,3,100,False,False,False,100
Lord,226,./markedupfiles/027.txt,1,226,False,100,100,5,2,True,False,False,100
Butler's,227,./markedupfiles/027.txt,1,227,False,100,100,100,1,False,True,False,100
"""very",230,./markedupfiles/027.txt,1,230,False,100,2,1,2,False,False,False,100
"""This",232,./markedupfiles/027.txt,1,232,False,100,0,3,0,False,False,False,100
Blair,246,./markedupfiles/027.txt,1,246,True,100,2,5,2,False,False,False,100
"""It",248,./markedupfiles/027.txt,1,248,False,100,0,3,0,False,False,False,100
Lord,266,./markedupfiles/027.txt,1,266,False,100,1,3,3,True,False,False,100
Butler's,267,./markedupfiles/027.txt,1,267,False,100,0,4,2,False,True,False,100
Iraq,273,./markedupfiles/027.txt,1,273,False,5,1,1,2,False,False,False,100
September,278,./markedupfiles/027.txt,1,278,False,3,3,2,3,False,False,False,100
Saddam,290,./markedupfiles/027.txt,1,290,False,100,1,1,1,False,False,False,100
Hussein,291,./markedupfiles/027.txt,1,291,False,100,0,2,0,False,False,False,100
"""very",300,./markedupfiles/027.txt,1,300,False,1,2,1,3,False,False,False,100
The,302,./markedupfiles/027.txt,1,302,False,3,0,3,1,False,False,False,100
Lord,316,./markedupfiles/027.txt,1,316,False,100,1,2,2,True,False,False,100
Butler,317,./markedupfiles/027.txt,1,317,False,100,0,3,1,False,False,False,100
Spectator,321,./markedupfiles/027.txt,1,321,False,3,2,1,1,False,False,False,100
Conservative,330,./markedupfiles/027.txt,1,330,False,100,100,3,100,False,False,False,100
Boris,332,./markedupfiles/027.txt,1,332,False,100,100,5,100,False,False,False,1
Johnson.,333,./markedupfiles/027.txt,1,333,False,100,100,100,100,False,False,False,2
"""When",336,./markedupfiles/027.txt,1,336,False,100,2,100,100,False,False,False,5
"""Similarly",364,./markedupfiles/027.txt,1,364,False,3,100,3,0,False,False,False,100
United,372,./markedupfiles/027.txt,1,372,False,2,100,1,1,False,False,False,100
Nations,373,./markedupfiles/027.txt,1,373,False,3,100,2,0,False,False,False,100
Asked,381,./markedupfiles/027.txt,1,381,False,3,2,3,0,False,False,False,100
Lord,390,./markedupfiles/027.txt,1,390,False,3,3,1,3,True,False,False,100
Butler,391,./markedupfiles/027.txt,1,391,False,4,2,2,2,False,False,False,100
"""One",393,./markedupfiles/027.txt,1,393,False,100,0,4,0,False,False,False,100
The,405,./markedupfiles/027.txt,1,405,False,100,100,3,1,False,False,False,100
British,414,./markedupfiles/027.txt,1,414,False,3,3,1,0,False,False,False,100
Iraq,419,./markedupfiles/027.txt,1,419,False,1,0,3,0,False,False,False,100
When,425,./markedupfiles/027.txt,1,425,False,5,3,3,2,False,False,False,100
"""Well.",439,./markedupfiles/027.txt,1,439,False,100,1,2,2,False,False,False,100
Parliament,452,./markedupfiles/027.txt,1,452,False,4,3,1,0,False,False,False,100
"""We",467,./markedupfiles/027.txt,1,467,False,5,0,3,0,False,False,False,100
The,476,./markedupfiles/027.txt,1,476,False,100,1,3,1,False,False,False,100
Bills,491,./markedupfiles/027.txt,1,491,False,100,100,3,0,False,False,False,100
"""All",516,./markedupfiles/027.txt,1,516,False,5,1,4,0,False,False,False,100
Lord,528,./markedupfiles/027.txt,1,528,False,100,2,2,2,True,False,False,100
Butler's,529,./markedupfiles/027.txt,1,529,False,100,1,3,1,False,True,False,100
Cabinet,537,./markedupfiles/027.txt,1,537,False,100,100,1,100,False,False,False,100
Secretary,538,./markedupfiles/027.txt,1,538,False,100,100,2,100,False,False,False,100
Lord,539,./markedupfiles/027.txt,1,539,False,100,3,3,100,True,False,False,100
Armstrong.,540,./markedupfiles/027.txt,1,540,False,100,2,4,100,False,False,False,100
Lord,541,./markedupfiles/027.txt,1,541,False,100,1,5,100,True,False,False,100
Armstrong,542,./markedupfiles/027.txt,1,542,False,100,0,100,100,False,False,False,100
BBC,544,./markedupfiles/027.txt,1,544,False,1,100,100,100,False,False,False,100
Two's,545,./markedupfiles/027.txt,1,545,False,2,100,100,100,False,True,False,100
Newsnight,546,./markedupfiles/027.txt,1,546,False,3,100,100,3,False,False,False,100
...,549,./markedupfiles/027.txt,1,549,False,100,3,100,0,False,False,False,100
Liberal,576,./markedupfiles/027.txt,1,576,False,2,100,2,100,False,False,False,100
Democrat,577,./markedupfiles/027.txt,1,577,False,3,100,3,100,False,False,False,100
Menzies,580,./markedupfiles/027.txt,1,580,False,100,1,100,2,False,False,False,100
Campbell,581,./markedupfiles/027.txt,1,581,False,100,0,100,1,False,False,False,100
Lord,585,./markedupfiles/027.txt,1,585,False,1,2,2,2,True,False,False,100
Butler's,586,./markedupfiles/027.txt,1,586,False,2,1,3,1,False,True,False,100
"""well",589,./markedupfiles/027.txt,1,589,False,1,100,1,1,False,False,False,100
Blair's,593,./markedupfiles/027.txt,1,593,False,5,3,2,1,False,True,False,100
"""corrosive",598,./markedupfiles/027.txt,1,598,False,1,100,1,0,False,False,False,100
But,605,./markedupfiles/027.txt,1,605,False,100,100,2,100,False,False,False,100
Labour,606,./markedupfiles/027.txt,1,606,False,100,100,3,100,False,False,False,100
Jack,609,./markedupfiles/027.txt,1,609,False,100,100,100,100,False,False,False,100
Cunningham,610,./markedupfiles/027.txt,1,610,False,100,100,100,3,False,False,False,100
Lord,612,./markedupfiles/027.txt,1,612,False,100,100,100,1,True,False,False,100
Butler,613,./markedupfiles/027.txt,1,613,False,100,100,100,0,False,False,False,100
Labour,626,./markedupfiles/027.txt,1,626,False,100,3,2,1,False,False,False,100
Cunningham,634,./markedupfiles/027.txt,1,634,False,4,0,4,100,False,False,False,100
BBC,636,./markedupfiles/027.txt,1,636,False,1,100,100,100,False,False,False,100
Radio,637,./markedupfiles/027.txt,1,637,False,2,100,100,100,False,False,False,100
Today,639,./markedupfiles/027.txt,1,639,False,4,100,100,100,False,False,False,100
"""Taken",641,./markedupfiles/027.txt,1,641,False,100,100,100,100,False,False,False,100
Robin,643,./markedupfiles/027.txt,1,643,False,100,100,100,2,False,False,False,100
Butler's,644,./markedupfiles/027.txt,1,644,False,100,100,100,1,False,True,False,100
Labour,661,./markedupfiles/027.txt,1,661,False,100,100,1,100,False,False,False,100
Protesters,0,./markedupfiles/033.txt,1,0,False,100,2,100,100,False,False,False,100
Campaigners,4,./markedupfiles/033.txt,1,4,False,1,100,100,0,False,False,False,100
Britain's,9,./markedupfiles/033.txt,1,9,False,100,1,1,1,False,True,False,100
High,19,./markedupfiles/033.txt,1,19,False,100,100,5,3,False,False,False,100
Court.,20,./markedupfiles/033.txt,1,20,False,100,100,2,2,False,False,False,100
BAA's,21,./markedupfiles/033.txt,1,21,False,100,100,3,1,False,True,False,100
Stansted,24,./markedupfiles/033.txt,1,24,False,100,100,1,1,False,False,False,100
Airport,25,./markedupfiles/033.txt,1,25,False,100,100,2,0,False,False,False,100
Essex,27,./markedupfiles/033.txt,1,27,False,100,100,1,0,False,False,False,100
Opponents,41,./markedupfiles/033.txt,1,41,False,100,0,4,1,False,False,False,100
Heathrow,57,./markedupfiles/033.txt,1,57,False,4,2,1,0,False,False,False,100
Gatwick,59,./markedupfiles/033.txt,1,59,False,100,0,1,0,False,False,False,100
They,62,./markedupfiles/033.txt,1,62,False,2,0,2,1,False,False,False,100
BAA,80,./markedupfiles/033.txt,1,80,False,100,100,3,0,False,False,False,100
Heathrow,88,./markedupfiles/033.txt,1,88,False,100,3,1,0,False,False,False,100
Gatwick.,90,./markedupfiles/033.txt,1,90,False,100,1,1,1,False,False,False,100
They,91,./markedupfiles/033.txt,1,91,False,100,0,2,0,False,False,False,100
Stansted,102,./markedupfiles/033.txt,1,102,False,100,100,5,1,False,False,False,100
BAA,108,./markedupfiles/033.txt,1,108,False,100,1,4,2,False,False,False,100
Groups,122,./markedupfiles/033.txt,1,122,False,100,100,4,1,False,False,False,100
Stop,127,./markedupfiles/033.txt,1,127,False,100,100,3,100,False,False,False,100
Stansted,128,./markedupfiles/033.txt,1,128,False,1,100,4,100,False,False,False,100
Expansion,129,./markedupfiles/033.txt,1,129,False,2,100,5,100,False,False,False,100
Heathrow,130,./markedupfiles/033.txt,1,130,False,3,100,100,100,False,False,False,100
HACAN,133,./markedupfiles/033.txt,1,133,False,100,100,100,1,False,False,False,100
Clearskies,134,./markedupfiles/033.txt,1,134,False,100,100,100,0,False,False,False,100
London,137,./markedupfiles/033.txt,1,137,False,100,100,1,1,False,False,False,100
Hillingdon,140,./markedupfiles/033.txt,1,140,False,100,100,1,0,False,False,False,100
Wandsworth.,142,./markedupfiles/033.txt,1,142,False,100,100,1,2,False,False,False,100
Their,143,./markedupfiles/033.txt,1,143,False,100,100,2,1,False,False,False,100
Luton,162,./markedupfiles/033.txt,1,162,False,2,100,1,1,False,False,False,100
Airport,163,./markedupfiles/033.txt,1,163,False,3,100,2,0,False,False,False,100
Heathrow.,173,./markedupfiles/033.txt,1,173,False,100,100,1,1,False,False,False,100
White,188,./markedupfiles/033.txt,1,188,False,1,1,4,2,False,False,False,100
Paper,189,./markedupfiles/033.txt,1,189,False,2,0,5,1,False,False,False,100
The,195,./markedupfiles/033.txt,1,195,False,3,1,2,1,False,False,False,100
Isle,216,./markedupfiles/033.txt,1,216,False,100,100,1,0,False,False,False,100
Sheppey,218,./markedupfiles/033.txt,1,218,False,100,100,1,1,False,False,False,100
London.,221,./markedupfiles/033.txt,1,221,False,100,100,4,3,False,False,False,100
Lord,222,./markedupfiles/033.txt,1,222,False,100,100,5,2,True,False,False,100
Hanningfield,223,./markedupfiles/033.txt,1,223,False,100,100,3,1,False,False,False,100
Essex,226,./markedupfiles/033.txt,1,226,False,100,2,1,100,False,False,False,100
County,227,./markedupfiles/033.txt,1,227,False,100,1,2,100,False,False,False,100
Council,228,./markedupfiles/033.txt,1,228,False,100,0,3,100,False,False,False,100
BBC,230,./markedupfiles/033.txt,1,230,False,1,100,5,100,False,False,False,100
Radio,231,./markedupfiles/033.txt,1,231,False,2,100,100,100,False,False,False,100
Today,233,./markedupfiles/033.txt,1,233,False,4,100,100,2,False,False,False,100
"""We",235,./markedupfiles/033.txt,1,235,False,100,2,100,0,False,False,False,100
High,240,./markedupfiles/033.txt,1,240,False,2,100,1,1,False,False,False,100
Court,241,./markedupfiles/033.txt,1,241,False,3,100,2,0,False,False,False,100
"""We",255,./markedupfiles/033.txt,1,255,False,4,2,3,1,False,False,False,100
Green,276,./markedupfiles/033.txt,1,276,False,4,3,1,2,False,False,False,100
Paper.,277,./markedupfiles/033.txt,1,277,False,5,2,2,1,False,False,False,100
"""Then",278,./markedupfiles/033.txt,1,278,False,100,1,3,0,False,False,False,100
"""Politicians",295,./markedupfiles/033.txt,1,295,False,4,0,4,0,False,False,False,100
The,303,./markedupfiles/033.txt,1,303,False,2,100,2,3,False,False,False,100
Stansted,304,./markedupfiles/033.txt,1,304,False,3,100,3,2,False,False,False,100
The,335,./markedupfiles/033.txt,1,335,False,5,1,3,1,False,False,False,100
UK.,349,./markedupfiles/033.txt,1,349,False,100,2,1,2,False,False,False,100
But,350,./markedupfiles/033.txt,1,350,False,100,1,2,1,False,False,False,100
BAA,351,./markedupfiles/033.txt,1,351,False,100,0,3,0,False,False,False,100
Heathrow,366,./markedupfiles/033.txt,1,366,False,100,100,5,2,False,False,False,100
Gatwick,367,./markedupfiles/033.txt,1,367,False,100,100,100,1,False,False,False,100
Edinburgh,368,./markedupfiles/033.txt,1,368,False,100,100,100,0,False,False,False,100
Glasgow,370,./markedupfiles/033.txt,1,370,False,100,100,1,3,False,False,False,100
BAA,372,./markedupfiles/033.txt,1,372,False,100,100,3,1,False,False,False,100
September,387,./markedupfiles/033.txt,1,387,False,3,2,1,1,False,False,False,100
BAA,394,./markedupfiles/033.txt,1,394,False,4,0,4,0,False,False,False,100
Heathrow,408,./markedupfiles/033.txt,1,408,False,100,1,5,2,False,False,False,100
BAA,409,./markedupfiles/033.txt,1,409,False,100,0,100,1,False,False,False,100
Gatwick,438,./markedupfiles/033.txt,1,438,False,3,2,3,0,False,False,False,100
Hunt,0,./markedupfiles/032.txt,1,0,False,100,100,100,1,False,False,False,100
Labour,3,./markedupfiles/032.txt,1,3,False,3,100,1,3,False,False,False,100
Pro-hunt,5,./markedupfiles/032.txt,1,5,False,5,2,3,1,False,False,False,100
Labour's,12,./markedupfiles/032.txt,1,12,False,3,100,1,100,False,True,False,100
The,15,./markedupfiles/032.txt,1,15,False,100,2,4,3,False,False,False,100
Countryside,16,./markedupfiles/032.txt,1,16,False,100,1,5,2,False,False,False,100
Alliance,17,./markedupfiles/032.txt,1,17,False,100,0,100,1,False,False,False,100
They,31,./markedupfiles/032.txt,1,31,False,5,0,3,0,False,False,False,100
River,46,./markedupfiles/032.txt,1,46,False,100,100,5,1,False,False,False,100
Tyne,47,./markedupfiles/032.txt,1,47,False,100,100,2,0,False,False,False,100
Gateshead.,53,./markedupfiles/032.txt,1,53,False,100,1,1,2,False,False,False,100
England,65,./markedupfiles/032.txt,1,65,False,100,2,1,0,False,False,False,100
Wales,67,./markedupfiles/032.txt,1,67,False,100,0,1,0,False,False,False,100
Court,72,./markedupfiles/032.txt,1,72,False,3,3,1,0,False,False,False,100
Appeal.,74,./markedupfiles/032.txt,1,74,False,5,1,1,3,False,False,False,100
The,75,./markedupfiles/032.txt,1,75,False,100,0,2,2,False,False,False,100
February.,82,./markedupfiles/032.txt,1,82,False,3,100,2,2,False,False,False,100
The,83,./markedupfiles/032.txt,1,83,False,4,3,3,1,False,False,False,100
Court,84,./markedupfiles/032.txt,1,84,False,5,2,4,0,False,False,False,100
Appeal,86,./markedupfiles/032.txt,1,86,False,100,0,1,0,False,False,False,100
Richard,101,./markedupfiles/032.txt,1,101,False,2,100,2,3,False,False,False,100
Dodd,102,./markedupfiles/032.txt,1,102,False,3,100,3,2,False,False,False,100
Countryside,107,./markedupfiles/032.txt,1,107,False,100,1,1,2,False,False,False,100
Alliance,108,./markedupfiles/032.txt,1,108,False,100,0,2,1,False,False,False,100
Tyneside,118,./markedupfiles/032.txt,1,118,False,100,0,1,0,False,False,False,100
Campaigners,128,./markedupfiles/032.txt,1,128,False,100,0,2,0,False,False,False,100
Dodd,140,./markedupfiles/032.txt,1,140,False,100,0,3,1,False,False,False,100
Parliament,160,./markedupfiles/032.txt,1,160,False,100,100,4,0,False,False,False,100
September.,162,./markedupfiles/032.txt,1,162,False,100,100,1,1,False,False,False,100
"""We",163,./markedupfiles/032.txt,1,163,False,100,100,2,0,False,False,False,100
Labour,172,./markedupfiles/032.txt,1,172,False,1,100,2,0,False,False,False,100
Northumbria,181,./markedupfiles/032.txt,1,181,False,100,1,2,2,False,False,False,100
Police,182,./markedupfiles/032.txt,1,182,False,100,0,3,1,False,False,False,100
Millennium,186,./markedupfiles/032.txt,1,186,False,3,100,2,1,False,False,False,100
Bridge,187,./markedupfiles/032.txt,1,187,False,4,100,3,0,False,False,False,100
But,197,./markedupfiles/032.txt,1,197,False,3,100,2,100,False,False,False,100
Assistant,198,./markedupfiles/032.txt,1,198,False,4,100,3,100,False,False,False,100
Chief,199,./markedupfiles/032.txt,1,199,False,5,3,4,3,False,False,False,1
Constable,200,./markedupfiles/032.txt,1,200,False,100,2,5,2,False,False,False,2
David,201,./markedupfiles/032.txt,1,201,False,100,1,100,1,False,False,False,3
Warcup,202,./markedupfiles/032.txt,1,202,False,100,0,100,0,False,False,False,4
Fathers,216,./markedupfiles/032.txt,1,216,False,2,100,3,100,False,False,False,100
Justice,218,./markedupfiles/032.txt,1,218,False,4,100,5,3,False,False,False,100
Stop,223,./markedupfiles/032.txt,1,223,False,100,3,1,0,False,False,False,100
War,225,./markedupfiles/032.txt,1,225,False,2,1,1,1,False,False,False,100
Friday.,239,./markedupfiles/032.txt,1,239,False,100,100,1,3,False,False,False,100
Pro-hunt,240,./markedupfiles/032.txt,1,240,False,100,100,2,2,False,False,False,100
Parliament,245,./markedupfiles/032.txt,1,245,False,100,0,2,2,False,False,False,100
Act,246,./markedupfiles/032.txt,1,246,False,100,100,3,1,False,False,False,100
House,254,./markedupfiles/032.txt,1,254,False,100,2,4,0,False,False,False,100
Commons,256,./markedupfiles/032.txt,1,256,False,100,0,4,0,False,False,False,100
House,260,./markedupfiles/032.txt,1,260,False,3,3,1,0,False,False,False,100
Lords,262,./markedupfiles/032.txt,1,262,False,5,1,1,1,False,False,False,100
