All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION,NEGATIVE_FEATURE,POSITIVE_FEATURE,Surrounding_Caps,POST_IS_PREPOSITION
UKIP,335,./data/test/./281.txt,1,335,False,2,0,2,3,False,False,False,100,False,False,False,False
European,346,./data/test/./281.txt,1,346,False,100,3,4,1,False,False,False,100,True,False,False,False
European,360,./data/test/./281.txt,1,360,False,2,100,5,2,False,False,False,100,False,False,True,False
Union,361,./data/test/./281.txt,1,361,False,3,100,2,1,False,False,False,100,False,False,True,False
Kilroy-Silk,366,./data/test/./281.txt,1,366,False,100,0,3,1,False,False,False,100,False,False,False,False
UKIP,371,./data/test/./281.txt,1,371,False,4,100,3,0,False,False,False,100,False,False,False,False
AWOL,384,./data/test/./281.txt,1,384,False,4,1,2,1,False,False,False,100,False,False,True,False
Europe,410,./data/test/./281.txt,1,410,False,100,3,1,0,False,False,False,100,True,False,False,False
Kilroy-Silk,423,./data/test/./281.txt,1,423,False,2,1,4,2,False,False,False,100,False,False,True,False
Britains,429,./data/test/./281.txt,1,429,False,4,1,1,1,False,False,False,100,True,False,False,False
UKIP,443,./data/test/./281.txt,1,443,False,5,100,3,0,False,False,False,100,False,False,False,False
East,452,./data/test/./281.txt,1,452,False,100,100,1,3,False,False,False,100,True,False,True,False
Midlands,453,./data/test/./281.txt,1,453,False,100,100,2,2,False,False,False,100,True,False,True,False
Reports,455,./data/test/./281.txt,1,455,False,100,100,4,0,False,False,False,100,True,False,False,False
UKIPs,467,./data/test/./281.txt,1,467,False,1,100,1,2,False,False,False,100,True,False,False,False
Thursday,477,./data/test/./281.txt,1,477,False,100,2,3,0,False,False,False,100,False,False,True,False
Kilroy-Silk,482,./data/test/./281.txt,1,482,False,2,0,4,0,False,False,False,100,False,False,False,False
MEP,488,./data/test/./281.txt,1,488,False,4,2,1,0,False,False,False,100,False,False,False,False
UKIP,495,./data/test/./281.txt,1,495,False,3,100,2,100,False,False,False,100,True,False,False,False
Mandelson,0,./data/test/./297.txt,1,0,True,100,0,100,2,False,False,False,100,False,False,False,False
BBC,2,./data/test/./297.txt,1,2,False,1,100,100,0,False,False,False,100,False,False,False,False
Campbell,4,./data/test/./297.txt,1,4,True,3,2,1,0,False,False,False,100,True,False,True,False
BBC,6,./data/test/./297.txt,1,6,False,5,0,1,0,False,False,False,100,True,False,True,False
Street,13,./data/test/./297.txt,1,13,False,5,100,3,100,False,False,False,100,False,False,False,False
Alastair,16,./data/test/./297.txt,1,16,False,100,3,100,3,False,False,False,100,False,False,True,False
Campbell,17,./data/test/./297.txt,1,17,False,100,2,100,2,False,False,False,100,False,False,False,False
Peter,18,./data/test/./297.txt,1,18,False,100,1,100,1,False,False,False,100,False,False,True,False
Mandelson,19,./data/test/./297.txt,1,19,False,100,0,100,0,False,False,False,100,False,False,False,False
European,23,./data/test/./297.txt,1,23,False,3,100,1,1,False,False,False,100,False,False,True,False
Labour,27,./data/test/./297.txt,1,27,False,100,1,2,1,False,False,False,100,False,False,False,False
Campbell,35,./data/test/./297.txt,1,35,False,100,0,2,0,False,False,False,100,False,False,False,False
Labour,40,./data/test/./297.txt,1,40,False,3,100,1,100,False,False,False,100,True,False,False,False
Mandelson,50,./data/test/./297.txt,1,50,False,4,1,2,0,False,False,False,100,False,True,False,False
Tories,54,./data/test/./297.txt,1,54,False,2,0,1,0,False,False,False,100,False,False,False,False
Campbells,59,./data/test/./297.txt,1,59,False,4,100,2,100,False,False,False,100,False,False,False,False
BBC,65,./data/test/./297.txt,1,65,False,100,100,1,0,False,False,False,100,False,False,False,False
Campbell,69,./data/test/./297.txt,1,69,False,100,0,3,0,False,False,False,100,False,False,False,False
Hutton,81,./data/test/./297.txt,1,81,False,2,100,1,2,False,False,False,100,True,False,False,False
BBC,85,./data/test/./297.txt,1,85,False,100,100,1,100,False,False,False,100,True,False,False,False
Downing,88,./data/test/./297.txt,1,88,False,100,100,4,100,False,False,False,100,True,False,True,False
Street,89,./data/test/./297.txt,1,89,False,100,100,5,100,False,False,False,100,True,False,True,False
Iraqs,92,./data/test/./297.txt,1,92,False,100,100,100,1,False,False,False,100,False,False,False,False
BBC,104,./data/test/./297.txt,1,104,False,100,100,1,100,False,False,False,100,False,False,False,False
Gavyn,106,./data/test/./297.txt,1,106,False,100,100,3,100,False,False,False,100,False,False,True,False
Davies,107,./data/test/./297.txt,1,107,False,100,100,4,3,False,False,False,100,False,False,False,False
Greg,109,./data/test/./297.txt,1,109,False,100,100,100,1,False,False,False,100,False,False,True,False
Dyke,110,./data/test/./297.txt,1,110,False,100,100,100,0,False,False,False,100,False,False,False,False
Andrew,113,./data/test/./297.txt,1,113,False,100,2,2,2,False,False,False,100,False,False,True,False
Gilligan,114,./data/test/./297.txt,1,114,False,100,1,3,1,False,False,False,100,False,False,True,False
Labour,115,./data/test/./297.txt,1,115,False,100,0,4,0,False,False,False,100,False,False,True,False
Tory,132,./data/test/./297.txt,1,132,False,4,100,1,100,False,False,False,100,False,False,False,False
Michael,134,./data/test/./297.txt,1,134,False,100,100,3,100,False,False,False,100,False,False,True,False
Howards,135,./data/test/./297.txt,1,135,False,100,100,4,3,False,False,False,100,False,False,False,False
Mandelson,138,./data/test/./297.txt,1,138,False,100,100,100,0,False,False,False,100,False,False,False,False
Labour,141,./data/test/./297.txt,1,141,False,100,2,2,100,False,False,False,100,True,False,False,False
BBC,145,./data/test/./297.txt,1,145,False,1,100,100,100,False,False,False,100,False,False,True,False
Radio,146,./data/test/./297.txt,1,146,False,2,100,100,100,False,False,False,100,False,False,True,False
Today,148,./data/test/./297.txt,1,148,False,4,2,100,3,False,False,False,100,False,False,False,False
Tories,154,./data/test/./297.txt,1,154,False,3,0,1,0,False,False,False,100,False,False,False,False
Alastair,159,./data/test/./297.txt,1,159,False,3,3,1,1,False,False,False,100,False,False,True,False
Campbell,160,./data/test/./297.txt,1,160,False,4,2,2,0,False,False,False,100,False,False,False,False
BBC,174,./data/test/./297.txt,1,174,False,3,0,1,0,False,False,False,100,False,False,False,False
Tories,180,./data/test/./297.txt,1,180,False,4,100,1,0,False,False,False,100,False,False,False,False
BBC,221,./data/test/./297.txt,1,221,False,100,100,1,1,False,False,False,100,False,False,False,False
BBC,259,./data/test/./297.txt,1,259,False,2,0,5,1,False,False,False,100,False,False,False,False
Alastair,284,./data/test/./297.txt,1,284,False,100,100,1,2,False,False,False,100,False,False,True,False
Campbell,285,./data/test/./297.txt,1,285,False,100,3,2,1,False,False,False,100,False,False,False,False
Campbell,295,./data/test/./297.txt,1,295,False,3,0,4,0,False,False,False,100,False,False,False,False
Labour,302,./data/test/./297.txt,1,302,False,100,100,1,0,False,False,False,100,False,False,False,False
Conservative,309,./data/test/./297.txt,1,309,False,100,3,3,100,False,False,False,100,True,False,False,False
Liam,311,./data/test/./297.txt,1,311,False,100,1,5,100,False,False,False,100,True,False,True,False
Fox,312,./data/test/./297.txt,1,312,False,100,0,100,100,False,False,False,100,False,False,False,False
Campbells,315,./data/test/./297.txt,1,315,False,2,100,100,1,False,False,False,100,False,False,False,False
Labour,318,./data/test/./297.txt,1,318,False,5,100,1,100,False,False,False,100,False,False,False,False
Howard,323,./data/test/./297.txt,1,323,False,100,2,100,3,False,False,False,100,False,False,False,False
Sunday,374,./data/test/./297.txt,1,374,False,2,100,1,100,False,False,False,100,True,False,True,False
Labour,375,./data/test/./297.txt,1,375,False,3,100,2,3,False,False,False,100,True,True,True,False
Baroness,377,./data/test/./297.txt,1,377,False,5,2,4,1,False,False,False,100,True,True,True,False
Kennedy,378,./data/test/./297.txt,1,378,False,100,1,5,0,False,False,False,100,True,True,False,False
Power,383,./data/test/./297.txt,1,383,False,3,100,1,1,False,False,False,100,False,False,True,False
Inquiry,384,./data/test/./297.txt,1,384,False,4,3,2,0,False,False,False,100,False,False,True,False
Lib,0,./data/test/./283.txt,1,0,False,100,100,100,100,False,False,False,100,False,False,True,False
Dems,1,./data/test/./283.txt,1,1,False,100,100,100,100,False,False,False,100,False,False,True,False
Charles,5,./data/test/./283.txt,1,5,False,100,1,100,1,False,False,False,100,False,False,True,False
Kennedy,6,./data/test/./283.txt,1,6,False,100,0,100,0,False,False,False,100,False,False,False,False
Liberal,11,./data/test/./283.txt,1,11,False,3,1,1,1,False,False,False,100,False,False,True,False
Democrats,12,./data/test/./283.txt,1,12,False,4,0,2,0,False,False,False,100,False,False,True,False
Kennedy,39,./data/test/./283.txt,1,39,False,100,0,4,0,False,False,False,100,False,False,False,False
Lib,64,./data/test/./283.txt,1,64,False,5,100,1,1,False,False,False,100,False,False,True,False
Dems,65,./data/test/./283.txt,1,65,False,100,100,2,0,False,False,False,100,False,False,True,False
Labour,173,./data/test/./283.txt,1,173,False,2,3,3,0,False,False,False,100,True,False,False,False
Tories,176,./data/test/./283.txt,1,176,False,5,0,1,0,False,False,False,100,False,False,False,False
Inevitably,188,./data/test/./283.txt,1,188,False,100,3,3,0,False,False,False,100,False,False,False,False
Tories,204,./data/test/./283.txt,1,204,False,100,0,1,1,False,False,False,100,True,False,True,False
Labour,218,./data/test/./283.txt,1,218,False,100,0,1,0,False,False,False,100,False,False,False,False
Lib,248,./data/test/./283.txt,1,248,False,100,100,4,1,False,False,False,100,False,False,True,False
Dems,249,./data/test/./283.txt,1,249,False,100,100,5,0,False,False,False,100,False,False,True,False
Labour,265,./data/test/./283.txt,1,265,False,100,100,1,0,False,False,False,100,False,False,False,False
Tories,268,./data/test/./283.txt,1,268,False,100,100,1,0,False,False,False,100,False,False,False,False
Tory-Labour,279,./data/test/./283.txt,1,279,False,100,100,2,1,False,False,False,100,False,False,False,False
Similarly,324,./data/test/./283.txt,1,324,False,100,1,3,0,False,False,False,100,False,False,False,False
Lib,332,./data/test/./283.txt,1,332,False,2,2,1,2,False,False,False,100,True,False,True,False
Dem,333,./data/test/./283.txt,1,333,False,3,1,2,1,False,False,False,100,False,False,True,False
Kennedy,341,./data/test/./283.txt,1,341,False,100,2,2,2,False,False,False,100,False,False,False,False
Michael,354,./data/test/./283.txt,1,354,False,100,100,2,2,False,False,False,100,False,False,True,False
Howards,355,./data/test/./283.txt,1,355,False,100,100,3,1,False,False,False,100,False,False,False,False
Kennedy,373,./data/test/./283.txt,1,373,False,100,0,3,0,False,False,False,100,True,False,False,False
Kennedy,385,./data/test/./283.txt,1,385,False,100,0,3,0,False,False,False,100,False,False,False,False
Tories,398,./data/test/./283.txt,1,398,False,100,0,1,0,False,False,False,100,False,False,False,False
Kennedy,425,./data/test/./283.txt,1,425,False,100,0,3,1,False,False,False,100,False,False,False,False
Labour,434,./data/test/./283.txt,1,434,False,100,100,1,1,False,False,False,100,True,False,False,False
Tony,450,./data/test/./283.txt,1,450,False,100,100,3,100,False,False,False,100,False,False,False,False
Blairs,451,./data/test/./283.txt,1,451,False,100,100,1,100,False,False,False,100,True,False,True,False
Lib,456,./data/test/./283.txt,1,456,False,100,100,100,100,False,False,False,100,False,False,True,False
Dem,457,./data/test/./283.txt,1,457,False,100,100,1,3,False,False,False,100,False,False,True,False
House,475,./data/test/./283.txt,1,475,False,100,100,2,1,False,False,False,100,True,False,True,False
Commons,477,./data/test/./283.txt,1,477,False,100,100,4,1,False,False,False,100,True,False,True,False
Could,0,./data/test/./254.txt,1,0,False,100,100,100,100,False,False,False,100,False,False,False,False
Tony,4,./data/test/./254.txt,1,4,False,100,100,100,1,False,False,False,100,False,False,True,False
Blair,5,./data/test/./254.txt,1,5,False,100,100,100,0,False,False,False,100,False,False,False,False
Gordon,7,./data/test/./254.txt,1,7,False,100,100,1,1,False,False,False,100,False,False,True,False
Brown,8,./data/test/./254.txt,1,8,False,100,3,2,0,False,False,False,100,False,False,False,False
Along,23,./data/test/./254.txt,1,23,False,4,100,2,0,False,False,False,100,False,False,False,False
Britain,50,./data/test/./254.txt,1,50,False,100,1,1,1,False,False,False,100,True,False,True,False
Ian,80,./data/test/./254.txt,1,80,False,100,100,3,1,False,False,False,100,False,False,True,False
Gibson,81,./data/test/./254.txt,1,81,False,100,100,4,0,False,False,False,100,False,False,False,False
Tony,132,./data/test/./254.txt,1,132,False,4,1,2,1,False,False,False,100,False,False,True,False
Blair,133,./data/test/./254.txt,1,133,False,5,0,3,0,False,False,False,100,False,False,False,False
Labour,138,./data/test/./254.txt,1,138,False,2,100,2,1,False,False,False,100,False,False,True,False
MPs,139,./data/test/./254.txt,1,139,False,3,100,3,0,False,False,False,100,False,False,True,False
Monday,141,./data/test/./254.txt,1,141,False,5,100,1,1,False,False,False,100,True,False,False,False
Westminster,152,./data/test/./254.txt,1,152,False,100,100,1,1,False,False,False,100,True,False,False,False
Gordon,159,./data/test/./254.txt,1,159,False,100,1,1,1,False,False,False,100,True,False,True,False
Brown,160,./data/test/./254.txt,1,160,False,100,0,2,0,False,False,False,100,False,False,False,False
Meanwhile,170,./data/test/./254.txt,1,170,False,2,100,3,0,False,False,False,100,False,False,False,False
Health,174,./data/test/./254.txt,1,174,False,100,100,1,3,False,False,False,100,False,False,True,False
Secretary,175,./data/test/./254.txt,1,175,False,100,100,2,2,False,False,False,100,False,False,True,False
John,176,./data/test/./254.txt,1,176,False,100,100,3,1,False,False,False,1,False,False,True,False
Reid,177,./data/test/./254.txt,1,177,False,100,100,4,0,False,False,False,2,False,False,False,False
Labour,179,./data/test/./254.txt,1,179,False,100,100,1,3,False,False,False,4,False,False,False,False
Lord,181,./data/test/./254.txt,1,181,False,100,100,3,1,True,False,False,100,False,False,True,False
Haskins,182,./data/test/./254.txt,1,182,False,100,100,4,0,False,False,False,100,False,False,False,False
Lord,209,./data/test/./254.txt,1,209,False,5,100,2,100,True,False,False,100,False,False,True,False
Haskins,210,./data/test/./254.txt,1,210,False,100,100,3,100,False,False,False,100,False,False,False,False
Blair,214,./data/test/./254.txt,1,214,False,100,0,100,0,False,False,False,100,False,False,False,False
Brown,218,./data/test/./254.txt,1,218,False,3,100,3,0,False,False,False,100,False,False,False,False
Westminster,295,./data/test/./254.txt,1,295,False,100,100,1,2,False,False,False,100,False,False,False,False
Westminster,299,./data/test/./254.txt,1,299,False,100,100,1,100,False,False,False,100,True,False,False,False
Even,329,./data/test/./254.txt,1,329,False,3,2,2,0,False,False,False,100,False,False,False,False
Blair,361,./data/test/./254.txt,1,361,False,100,100,3,1,False,False,False,100,False,False,False,False
New,365,./data/test/./254.txt,1,365,False,100,100,1,3,False,False,False,100,False,False,True,False
Labour,366,./data/test/./254.txt,1,366,False,100,100,2,2,False,False,False,100,False,False,False,False
Brown,386,./data/test/./254.txt,1,386,False,100,1,2,2,False,False,False,100,False,False,False,False
Robert,412,./data/test/./254.txt,1,412,False,3,3,1,2,False,False,False,100,True,False,True,False
Pestons,413,./data/test/./254.txt,1,413,False,4,2,2,1,False,False,False,100,True,False,False,False
Downing,422,./data/test/./254.txt,1,422,False,100,3,2,3,False,False,False,100,False,False,True,False
Street,423,./data/test/./254.txt,1,423,False,100,2,3,2,False,False,False,100,False,False,True,False
Brown,436,./data/test/./254.txt,1,436,False,100,100,3,1,False,False,False,100,False,False,False,False
Labour,444,./data/test/./254.txt,1,444,False,1,2,2,1,False,False,False,100,False,False,False,False
One,509,./data/test/./254.txt,1,509,False,100,1,3,0,False,False,False,100,False,False,False,False
Charlie,522,./data/test/./254.txt,1,522,False,2,3,4,3,False,False,False,100,False,False,True,False
Whelan,523,./data/test/./254.txt,1,523,False,3,2,5,2,False,False,False,100,False,False,False,False
Browns,546,./data/test/./254.txt,1,546,False,3,100,3,3,False,False,False,100,False,False,False,False
Westminster,573,./data/test/./254.txt,1,573,False,4,100,1,0,False,False,False,100,True,False,False,False
Downing,577,./data/test/./254.txt,1,577,False,100,100,1,2,False,False,False,100,True,False,True,False
Street,578,./data/test/./254.txt,1,578,False,100,3,2,1,False,False,False,100,False,False,True,False
Gordon,606,./data/test/./254.txt,1,606,False,100,1,3,2,False,False,False,100,False,False,True,False
Brown,607,./data/test/./254.txt,1,607,False,100,0,4,1,False,False,False,100,False,False,False,False
Meanwhile,645,./data/test/./254.txt,1,645,False,100,100,2,2,False,False,False,100,False,False,False,False
MPs,650,./data/test/./254.txt,1,650,False,100,100,2,2,False,False,False,100,False,False,False,False
Either,682,./data/test/./254.txt,1,682,False,4,2,2,1,False,False,False,100,False,False,False,False
Labour,702,./data/test/./254.txt,1,702,False,2,100,1,100,False,False,False,100,False,False,False,False
Citizenship,0,./data/test/./056.txt,1,0,False,100,100,100,1,False,False,False,100,False,False,False,False
Citizenship,5,./data/test/./056.txt,1,5,False,100,1,3,2,False,False,False,100,False,False,False,False
Charles,16,./data/test/./056.txt,1,16,False,100,1,3,1,False,False,False,100,False,False,True,False
Clarke,17,./data/test/./056.txt,1,17,False,100,0,4,0,False,False,False,100,False,False,False,False
Australia,48,./data/test/./056.txt,1,48,False,100,0,1,0,False,False,False,100,True,False,False,False
October,52,./data/test/./056.txt,1,52,False,3,2,5,3,False,False,False,100,True,False,False,False
Clarke,54,./data/test/./056.txt,1,54,False,5,0,3,1,False,False,False,100,True,False,False,False
Britains,77,./data/test/./056.txt,1,77,False,100,100,2,2,False,False,False,100,False,False,False,False
Asian,81,./data/test/./056.txt,1,81,False,100,2,1,1,False,False,False,100,False,False,False,False
Officials,112,./data/test/./056.txt,1,112,False,100,0,100,1,False,False,False,100,False,False,False,False
British,133,./data/test/./056.txt,1,133,False,100,1,1,0,False,False,False,100,False,False,True,False
Britain,146,./data/test/./056.txt,1,146,False,100,100,1,100,False,False,False,100,True,False,True,False
Monday,148,./data/test/./056.txt,1,148,False,100,100,3,100,False,False,False,100,True,False,True,False
David,152,./data/test/./056.txt,1,152,False,100,100,100,2,False,False,False,100,False,False,True,False
Bell,153,./data/test/./056.txt,1,153,False,100,100,100,1,False,False,False,100,False,False,False,False
Islamic,156,./data/test/./056.txt,1,156,False,100,3,1,1,False,False,False,100,False,False,False,False
British,167,./data/test/./056.txt,1,167,False,1,100,1,1,False,False,False,100,False,False,False,False
Muslim,170,./data/test/./056.txt,1,170,False,4,3,1,1,False,False,False,100,False,False,True,False
Council,171,./data/test/./056.txt,1,171,False,5,2,2,0,False,False,False,100,False,False,True,False
Britain,173,./data/test/./056.txt,1,173,False,100,0,1,100,False,False,False,100,False,False,False,False
Ofsted,175,./data/test/./056.txt,1,175,False,1,100,3,100,False,False,False,100,False,False,False,False
Bells,178,./data/test/./056.txt,1,178,False,4,1,100,1,False,False,False,100,False,False,False,False
Home,184,./data/test/./056.txt,1,184,False,4,100,1,3,False,False,False,100,False,False,True,False
Office,185,./data/test/./056.txt,1,185,False,5,100,2,2,False,False,False,100,False,False,True,False
Community,190,./data/test/./056.txt,1,190,False,100,100,1,1,False,False,False,100,True,False,True,False
Cohesion,191,./data/test/./056.txt,1,191,False,100,100,2,0,False,False,False,100,True,False,True,False
Race,193,./data/test/./056.txt,1,193,False,100,100,1,100,False,False,False,100,True,False,True,False
Equality,194,./data/test/./056.txt,1,194,False,100,100,2,3,False,False,False,100,False,False,True,False
Strategy,195,./data/test/./056.txt,1,195,False,100,100,3,2,False,False,False,100,False,False,True,False
Wednesday,203,./data/test/./056.txt,1,203,False,100,0,1,0,False,False,False,100,True,False,False,False
Improving,206,./data/test/./056.txt,1,206,False,2,100,2,100,False,False,False,100,True,False,True,False
Opportunity,207,./data/test/./056.txt,1,207,False,3,3,3,3,False,False,False,100,True,False,True,False
Strengthening,208,./data/test/./056.txt,1,208,False,4,2,4,2,False,False,False,100,False,False,True,False
Society,209,./data/test/./056.txt,1,209,False,5,1,5,1,False,False,False,100,False,False,True,False
Home,244,./data/test/./056.txt,1,244,False,2,3,1,3,False,False,False,100,True,False,True,False
Office,245,./data/test/./056.txt,1,245,False,3,2,2,2,False,False,False,100,True,False,True,False
Asian,283,./data/test/./056.txt,1,283,False,100,2,2,2,False,False,False,100,False,False,False,False
Launching,310,./data/test/./056.txt,1,310,False,100,100,3,0,False,False,False,100,False,False,False,False
Clarke,314,./data/test/./056.txt,1,314,False,100,0,3,3,False,False,False,100,False,False,False,False
Census,400,./data/test/./056.txt,1,400,False,100,100,2,0,False,False,False,100,True,False,True,False
Downing,402,./data/test/./056.txt,1,402,False,100,100,1,3,False,False,False,100,True,False,True,False
Street,403,./data/test/./056.txt,1,403,False,100,100,2,2,False,False,False,100,False,False,True,False
Strategy,404,./data/test/./056.txt,1,404,False,100,3,3,1,False,False,False,100,False,False,True,False
Unit,405,./data/test/./056.txt,1,405,False,100,2,4,0,False,False,False,100,False,False,True,False
Indian,411,./data/test/./056.txt,1,411,False,3,3,1,0,False,False,False,100,True,False,False,False
Chinese,413,./data/test/./056.txt,1,413,False,5,1,1,1,False,False,False,100,False,False,False,False
Pakistani,431,./data/test/./056.txt,1,431,False,100,100,1,1,False,False,False,100,False,False,True,False
Bangladeshi,432,./data/test/./056.txt,1,432,False,100,100,2,0,False,False,False,100,False,False,True,False
Caribbean,435,./data/test/./056.txt,1,435,False,100,1,2,1,False,False,False,100,False,False,False,False
Home,452,./data/test/./056.txt,1,452,False,100,100,1,2,False,False,False,100,False,False,True,False
Office,453,./data/test/./056.txt,1,453,False,100,100,2,1,False,False,False,100,False,False,True,False
Strike,0,./data/test/./042.txt,1,0,False,100,100,100,1,False,False,False,100,False,False,False,False
Millions,5,./data/test/./042.txt,1,5,False,100,2,3,0,False,False,False,100,False,False,False,False
Cabinet,29,./data/test/./042.txt,1,29,False,100,1,1,1,False,False,False,100,False,False,True,False
Office,30,./data/test/./042.txt,1,30,False,100,0,2,0,False,False,False,100,False,False,True,False
Thursday,87,./data/test/./042.txt,1,87,False,4,0,1,100,False,False,False,100,True,False,False,False
Ministers,117,./data/test/./042.txt,1,117,False,100,0,4,0,False,False,False,100,True,False,False,False
May,139,./data/test/./042.txt,1,139,False,4,100,4,1,False,False,False,100,False,False,True,False
Sunday,144,./data/test/./042.txt,1,144,False,100,3,1,0,False,False,False,100,True,False,False,False
Cabinet,146,./data/test/./042.txt,1,146,False,100,1,1,2,False,False,False,100,True,False,True,False
Office,147,./data/test/./042.txt,1,147,False,100,0,2,1,False,False,False,100,True,False,True,False
Civil,153,./data/test/./042.txt,1,153,False,3,100,1,3,False,False,False,100,False,False,True,False
Service,154,./data/test/./042.txt,1,154,False,4,100,2,2,False,False,False,100,False,False,True,False
Pension,155,./data/test/./042.txt,1,155,False,5,3,3,1,False,False,False,100,False,False,True,False
Scheme,156,./data/test/./042.txt,1,156,False,100,2,4,0,False,False,False,100,False,False,True,False
Unions,163,./data/test/./042.txt,1,163,False,3,0,4,0,False,False,False,100,False,False,False,False
Public,173,./data/test/./042.txt,1,173,False,2,100,3,100,False,False,False,100,False,False,False,False
People,183,./data/test/./042.txt,1,183,False,4,100,2,0,False,False,False,100,False,False,False,False
Green,207,./data/test/./042.txt,1,207,False,3,100,1,1,False,False,False,100,True,False,True,False
Paper,208,./data/test/./042.txt,1,208,False,4,100,2,0,False,False,False,100,True,False,True,False
Monday,221,./data/test/./042.txt,1,221,False,3,100,3,100,False,False,False,100,False,False,True,False
Tony,222,./data/test/./042.txt,1,222,False,4,100,4,100,False,False,False,100,False,False,True,False
Blairs,223,./data/test/./042.txt,1,223,False,5,3,5,3,False,False,False,100,False,False,False,False
Whats,238,./data/test/./042.txt,1,238,False,100,1,4,1,False,False,False,100,False,False,False,False
Trades,291,./data/test/./042.txt,1,291,False,100,2,4,2,False,False,False,100,False,False,True,False
Union,292,./data/test/./042.txt,1,292,False,100,1,5,1,False,False,False,100,False,False,True,False
Congress,293,./data/test/./042.txt,1,293,False,100,0,3,0,False,False,False,100,False,False,True,False
Monday,299,./data/test/./042.txt,1,299,False,5,100,3,100,False,False,False,100,False,False,False,False
Dave,300,./data/test/./042.txt,1,300,False,100,100,4,3,False,False,False,100,False,False,True,False
Prentis,301,./data/test/./042.txt,1,301,False,100,100,5,2,False,False,False,100,False,False,False,False
Unison,305,./data/test/./042.txt,1,305,False,100,0,1,2,False,False,False,100,False,False,False,False
Members,332,./data/test/./042.txt,1,332,False,4,100,3,1,False,False,False,100,True,False,False,False
NHS,336,./data/test/./042.txt,1,336,False,100,100,1,0,False,False,False,100,True,False,False,False
MPs,377,./data/test/./042.txt,1,377,False,5,100,1,0,False,False,False,100,False,True,False,False
Europe,387,./data/test/./042.txt,1,387,False,100,1,1,0,False,False,False,100,True,False,False,False
Unison,402,./data/test/./042.txt,1,402,False,4,3,1,2,False,False,False,100,True,False,False,False
Unison,414,./data/test/./042.txt,1,414,False,3,100,1,0,False,False,False,100,False,False,False,False
Prentis,425,./data/test/./042.txt,1,425,False,100,0,3,2,False,False,False,100,False,False,False,False
Mark,447,./data/test/./042.txt,1,447,False,3,100,2,1,False,False,False,100,False,False,True,False
Serwotka,448,./data/test/./042.txt,1,448,False,4,100,3,0,False,False,False,100,False,False,False,False
Public,451,./data/test/./042.txt,1,451,False,100,100,1,0,False,False,False,100,False,False,False,False
Commercial,453,./data/test/./042.txt,1,453,False,100,2,1,3,False,False,False,100,False,False,True,False
Services,454,./data/test/./042.txt,1,454,False,100,1,2,2,False,False,False,100,False,False,True,False
Fire,472,./data/test/./042.txt,1,472,False,5,2,1,3,False,False,False,100,True,False,True,False
Brigades,473,./data/test/./042.txt,1,473,False,100,1,2,2,False,False,False,100,True,False,True,False
Union,474,./data/test/./042.txt,1,474,False,100,0,3,1,False,False,False,100,False,False,True,False
Pensions,496,./data/test/./042.txt,1,496,False,5,100,2,100,False,False,False,100,True,False,False,False
Paul,498,./data/test/./042.txt,1,498,False,100,100,4,100,False,False,False,100,True,False,True,False
Woolstenholmes,499,./data/test/./042.txt,1,499,False,100,100,5,3,False,False,False,100,True,False,False,False
MPs,515,./data/test/./042.txt,1,515,False,100,3,1,0,False,False,False,100,False,True,False,False
Tories,0,./data/test/./122.txt,1,0,False,100,100,100,100,False,False,False,100,False,False,False,False
Non-European,5,./data/test/./122.txt,1,5,False,100,3,100,3,False,False,False,100,False,False,True,False
Union,6,./data/test/./122.txt,1,6,False,100,2,100,2,False,False,False,100,False,False,True,False
Tuberculosis,20,./data/test/./122.txt,1,20,False,3,100,1,0,False,False,False,100,False,False,False,False
HIV,22,./data/test/./122.txt,1,22,False,5,100,1,0,False,False,False,100,False,False,False,False
Conservatives,28,./data/test/./122.txt,1,28,False,100,2,1,3,False,False,False,100,False,False,True,False
HIV,42,./data/test/./122.txt,1,42,False,100,0,1,1,False,False,False,100,False,False,False,False
Leader,50,./data/test/./122.txt,1,50,False,5,2,2,3,False,False,False,100,False,False,False,False
Michael,51,./data/test/./122.txt,1,51,False,100,1,3,2,False,False,False,1,False,False,True,False
Howard,52,./data/test/./122.txt,1,52,False,100,0,4,1,False,False,False,2,False,False,False,False
NHS,66,./data/test/./122.txt,1,66,False,100,1,1,100,False,False,False,100,False,False,True,False
Labour,67,./data/test/./122.txt,1,67,False,100,0,2,3,False,False,False,100,False,False,True,False
Lib,75,./data/test/./122.txt,1,75,False,4,100,1,2,False,False,False,100,False,False,True,False
Dems,76,./data/test/./122.txt,1,76,False,5,100,2,1,False,False,False,100,False,False,True,False
Conservatives,93,./data/test/./122.txt,1,93,False,4,0,1,1,False,False,False,100,True,False,False,False
General,96,./data/test/./122.txt,1,96,False,2,1,4,2,False,False,False,100,False,False,True,False
Election,97,./data/test/./122.txt,1,97,False,3,0,5,1,False,False,False,1,False,False,True,False
Howard,124,./data/test/./122.txt,1,124,False,100,0,5,1,False,False,False,100,False,False,False,False
Canada,136,./data/test/./122.txt,1,136,False,100,100,3,2,False,False,False,100,True,False,True,False
New,137,./data/test/./122.txt,1,137,False,100,100,4,1,False,False,False,100,True,False,True,False
