All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION,NEGATIVE_FEATURE,POSITIVE_FEATURE,Surrounding_Caps
Victor,260,./markedupfiles/053.txt,1,260,False,4,100,1,3,False,False,False,100,False,False,True
Makarov,261,./markedupfiles/053.txt,1,261,False,5,100,2,2,False,False,False,100,False,False,False
Kahn,276,./markedupfiles/053.txt,1,276,False,100,100,3,100,False,False,False,100,True,False,False
Makarov,279,./markedupfiles/053.txt,1,279,False,100,100,100,1,False,False,False,100,False,False,False
KGB,282,./markedupfiles/053.txt,1,282,False,100,100,1,0,False,False,False,100,False,False,False
Russia,285,./markedupfiles/053.txt,1,285,False,100,100,2,0,False,False,False,100,True,False,False
One,291,./markedupfiles/053.txt,1,291,False,100,100,4,0,False,False,False,100,False,False,False
Vladimir,300,./markedupfiles/053.txt,1,300,False,1,100,1,100,False,False,False,100,True,False,True
Putin,301,./markedupfiles/053.txt,1,301,False,2,100,2,3,False,False,False,100,True,False,True
KGB,303,./markedupfiles/053.txt,1,303,False,4,100,4,1,False,False,False,100,False,False,True
Moscow,306,./markedupfiles/053.txt,1,306,False,100,1,1,0,False,False,False,100,True,False,False
West,323,./markedupfiles/053.txt,1,323,False,100,100,1,1,False,False,False,100,False,False,True
Western,344,./markedupfiles/053.txt,1,344,False,4,3,1,2,False,False,False,100,False,False,False
Soviet,354,./markedupfiles/053.txt,1,354,False,5,100,1,3,False,False,False,100,False,False,False
Poland,366,./markedupfiles/053.txt,1,366,False,100,100,1,1,False,False,False,100,True,False,True
English,369,./markedupfiles/053.txt,1,369,False,100,2,1,1,False,False,False,100,True,False,False
British,385,./markedupfiles/053.txt,1,385,False,2,100,1,100,False,False,False,100,False,False,False
Perm,404,./markedupfiles/053.txt,1,404,False,1,100,1,2,False,False,False,100,True,False,False
Soviet,408,./markedupfiles/053.txt,1,408,False,5,2,1,3,False,False,False,100,True,False,False
Artic,414,./markedupfiles/053.txt,1,414,False,3,100,1,2,False,False,False,100,True,False,False
Within,416,./markedupfiles/053.txt,1,416,False,5,100,3,0,False,False,False,100,True,False,False
British,429,./markedupfiles/053.txt,1,429,False,4,2,1,2,False,False,False,100,False,False,False
Latvia,446,./markedupfiles/053.txt,1,446,False,100,1,1,1,False,False,False,100,True,False,True
London,475,./markedupfiles/053.txt,1,475,False,100,100,1,3,False,False,False,100,True,False,False
Government,551,./markedupfiles/053.txt,1,551,False,2,1,3,2,False,False,False,100,False,False,False
BBC,555,./markedupfiles/053.txt,1,555,False,2,1,1,0,False,False,False,100,False,False,False
Student,0,./markedupfiles/047.txt,1,0,False,100,100,100,3,False,False,False,100,False,False,False
Scotland,24,./markedupfiles/047.txt,1,24,False,3,100,1,100,False,False,False,100,True,False,True
However,25,./markedupfiles/047.txt,1,25,False,4,100,2,100,False,False,False,100,True,False,True
Lifelong,26,./markedupfiles/047.txt,1,26,False,5,100,3,100,False,False,False,100,True,False,True
Learning,27,./markedupfiles/047.txt,1,27,False,100,3,4,100,False,False,False,100,True,False,True
Minister,28,./markedupfiles/047.txt,1,28,False,100,2,5,3,False,False,False,100,True,False,True
Jim,29,./markedupfiles/047.txt,1,29,False,100,1,100,2,False,False,False,1,False,False,True
Wallace,30,./markedupfiles/047.txt,1,30,False,100,0,100,1,False,False,False,2,False,False,False
Scottish,38,./markedupfiles/047.txt,1,38,False,4,100,1,100,False,False,False,100,True,False,False
Applications,42,./markedupfiles/047.txt,1,42,False,100,100,5,0,False,False,False,100,True,False,False
England,44,./markedupfiles/047.txt,1,44,False,100,2,1,0,False,False,False,100,False,False,False
Wales,46,./markedupfiles/047.txt,1,46,False,100,0,1,1,False,False,False,100,False,False,False
January,51,./markedupfiles/047.txt,1,51,False,4,100,1,1,False,False,False,100,False,False,False
Fears,61,./markedupfiles/047.txt,1,61,False,2,0,2,0,False,False,False,100,False,False,False
England,86,./markedupfiles/047.txt,1,86,False,100,100,1,100,False,False,False,100,True,False,True
June,88,./markedupfiles/047.txt,1,88,False,100,100,3,100,False,False,False,100,True,False,True
Wallace,92,./markedupfiles/047.txt,1,92,False,100,0,100,2,False,False,False,100,False,False,False
English,100,./markedupfiles/047.txt,1,100,False,5,100,1,2,False,False,False,100,False,False,False
Scotland,104,./markedupfiles/047.txt,1,104,False,100,100,1,0,False,False,False,100,True,False,False
Legislation,122,./markedupfiles/047.txt,1,122,False,2,0,2,0,False,False,False,100,False,False,False
England,129,./markedupfiles/047.txt,1,129,False,100,0,1,0,False,False,False,100,True,False,False
Thursday,160,./markedupfiles/047.txt,1,160,False,3,2,1,0,False,False,False,100,True,False,False
Ucas,164,./markedupfiles/047.txt,1,164,False,1,100,3,2,False,False,False,100,True,False,True
Universities,165,./markedupfiles/047.txt,1,165,False,2,100,4,1,False,False,False,100,False,False,True
Scotland,166,./markedupfiles/047.txt,1,166,False,3,100,5,0,False,False,False,100,False,False,True
Scottish,181,./markedupfiles/047.txt,1,181,False,1,2,1,1,False,False,False,100,False,False,False
Director,186,./markedupfiles/047.txt,1,186,False,2,2,3,3,False,False,False,100,False,False,False
David,187,./markedupfiles/047.txt,1,187,False,3,1,4,2,False,False,False,100,False,False,True
Caldwell,188,./markedupfiles/047.txt,1,188,False,4,0,5,1,False,False,False,100,False,False,False
English,207,./markedupfiles/047.txt,1,207,False,100,3,1,1,False,False,False,100,True,False,False
BBC,218,./markedupfiles/047.txt,1,218,False,1,100,5,100,False,False,False,100,True,False,True
Radio,219,./markedupfiles/047.txt,1,219,False,2,100,100,100,False,False,False,100,False,False,True
Scotlands,220,./markedupfiles/047.txt,1,220,False,3,100,100,100,False,False,False,100,False,False,True
Good,221,./markedupfiles/047.txt,1,221,False,4,100,100,100,False,False,False,100,False,False,True
Morning,222,./markedupfiles/047.txt,1,222,False,5,3,100,100,False,False,False,100,False,False,True
Scotland,223,./markedupfiles/047.txt,1,223,False,100,2,100,100,False,False,False,100,False,False,True
Scottish,231,./markedupfiles/047.txt,1,231,False,5,1,1,1,False,False,False,100,False,False,False
Scotland,250,./markedupfiles/047.txt,1,250,False,100,0,1,0,False,False,False,100,False,False,False
England,286,./markedupfiles/047.txt,1,286,False,4,2,1,0,False,False,False,100,True,False,False
Scotland,300,./markedupfiles/047.txt,1,300,False,1,100,1,0,False,False,False,100,False,False,False
However,304,./markedupfiles/047.txt,1,304,False,5,1,2,0,False,False,False,100,False,False,False
England,318,./markedupfiles/047.txt,1,318,False,100,100,1,100,False,False,False,100,False,False,False
Wallace,322,./markedupfiles/047.txt,1,322,False,100,2,5,1,False,False,False,100,False,False,False
Also,356,./markedupfiles/047.txt,1,356,False,100,2,2,0,False,False,False,100,False,False,False
Wales,368,./markedupfiles/047.txt,1,368,False,100,100,1,0,False,False,False,100,False,False,False
Wallace,383,./markedupfiles/047.txt,1,383,False,100,100,3,3,False,False,False,100,False,False,False
Accepting,385,./markedupfiles/047.txt,1,385,False,100,100,5,1,False,False,False,100,False,False,False
Scottish,400,./markedupfiles/047.txt,1,400,False,100,2,1,2,False,False,False,100,True,False,False
Britain,408,./markedupfiles/047.txt,1,408,False,5,2,1,2,False,False,False,100,True,False,False
Scotland,444,./markedupfiles/047.txt,1,444,False,3,1,3,1,False,False,False,100,False,False,False
Scottish,458,./markedupfiles/047.txt,1,458,False,3,1,1,1,False,False,False,100,False,False,False
Scottish,464,./markedupfiles/047.txt,1,464,False,3,100,1,1,False,False,False,100,True,False,False
Blair,0,./markedupfiles/046.txt,1,0,True,100,3,100,0,False,False,False,100,False,False,False
Blunkett,2,./markedupfiles/046.txt,1,2,True,100,1,1,100,False,False,False,100,False,False,True
Sheffield,3,./markedupfiles/046.txt,1,3,False,100,0,2,3,False,False,False,100,False,False,False
Tony,5,./markedupfiles/046.txt,1,5,False,1,1,4,1,False,False,False,100,False,False,True
Blair,6,./markedupfiles/046.txt,1,6,False,2,0,5,0,False,False,False,100,False,False,False
Home,10,./markedupfiles/046.txt,1,10,False,2,100,2,3,False,False,False,100,False,False,True
Secretary,11,./markedupfiles/046.txt,1,11,False,3,100,3,2,False,False,False,100,False,False,True
David,12,./markedupfiles/046.txt,1,12,False,4,3,4,1,False,False,False,1,False,False,True
Blunkett,13,./markedupfiles/046.txt,1,13,False,5,2,5,0,False,False,False,2,False,False,False
Sheffield,18,./markedupfiles/046.txt,1,18,False,1,100,1,0,False,False,False,100,True,False,False
Thursday,20,./markedupfiles/046.txt,1,20,False,3,2,1,3,False,False,False,100,True,False,False
Blunketts,22,./markedupfiles/046.txt,1,22,False,5,0,3,1,False,False,False,100,True,False,False
Parliamentary,41,./markedupfiles/046.txt,1,41,False,4,2,1,2,False,False,False,100,False,False,True
Kimberly,51,./markedupfiles/046.txt,1,51,False,1,100,2,100,False,False,False,100,True,False,True
Quinn,52,./markedupfiles/046.txt,1,52,False,2,100,3,100,False,False,False,100,False,False,False
Mrs,66,./markedupfiles/046.txt,1,66,False,100,3,1,2,True,False,False,100,False,False,True
Quinns,67,./markedupfiles/046.txt,1,67,False,100,2,2,1,False,False,False,100,False,False,False
Sheffield,72,./markedupfiles/046.txt,1,72,False,1,0,1,0,False,False,False,100,False,False,False
Blair,83,./markedupfiles/046.txt,1,83,False,5,100,2,2,False,False,False,100,False,False,True
Wednesday,85,./markedupfiles/046.txt,1,85,False,100,100,4,0,False,False,False,100,False,False,True
Prime,87,./markedupfiles/046.txt,1,87,False,100,100,1,100,False,False,False,100,False,False,True
Ministers,88,./markedupfiles/046.txt,1,88,False,100,100,2,100,False,False,False,100,False,False,True
Questions,89,./markedupfiles/046.txt,1,89,False,100,100,3,100,False,False,False,100,False,False,True
Tory,90,./markedupfiles/046.txt,1,90,False,100,3,4,100,False,False,False,100,False,False,True
Michael,92,./markedupfiles/046.txt,1,92,False,100,1,100,2,False,False,False,100,False,False,True
Howard,93,./markedupfiles/046.txt,1,93,False,100,0,100,1,False,False,False,100,False,False,False
Blunkett,101,./markedupfiles/046.txt,1,101,False,100,0,3,0,False,False,False,100,False,False,False
Cabinet,123,./markedupfiles/046.txt,1,123,False,100,100,1,1,False,False,False,100,False,False,False
Howard,131,./markedupfiles/046.txt,1,131,False,100,0,5,3,False,False,False,100,False,False,False
Blunkett,134,./markedupfiles/046.txt,1,134,False,2,0,100,0,False,False,False,100,False,False,False
Home,149,./markedupfiles/046.txt,1,149,False,4,100,1,1,False,False,False,100,True,False,True
Office,150,./markedupfiles/046.txt,1,150,False,5,100,2,0,False,False,False,100,True,False,True
Jack,152,./markedupfiles/046.txt,1,152,False,100,100,1,1,False,False,False,100,True,False,True
Straw,153,./markedupfiles/046.txt,1,153,False,100,100,2,0,False,False,False,100,False,False,False
Tory,158,./markedupfiles/046.txt,1,158,False,100,1,1,100,False,False,False,100,False,False,True
Blair,219,./markedupfiles/046.txt,1,219,False,4,100,3,3,False,False,False,100,True,False,False
Mrs,256,./markedupfiles/046.txt,1,256,False,1,2,1,1,True,False,False,100,False,False,True
Quinn,257,./markedupfiles/046.txt,1,257,False,2,1,2,0,False,False,False,100,False,False,False
MPs,291,./markedupfiles/046.txt,1,291,False,2,1,2,2,False,False,False,100,False,False,False
Westminster,295,./markedupfiles/046.txt,1,295,False,2,100,1,0,False,False,False,100,False,False,False
Parliamentary,302,./markedupfiles/046.txt,1,302,False,100,100,2,100,False,False,False,100,False,False,False
Sir,304,./markedupfiles/046.txt,1,304,False,100,2,4,2,True,False,False,100,False,False,True
Philip,305,./markedupfiles/046.txt,1,305,False,100,1,5,1,False,False,False,100,False,False,True
Mawer,306,./markedupfiles/046.txt,1,306,False,100,0,100,0,False,False,False,100,False,False,True
Commons,311,./markedupfiles/046.txt,1,311,False,2,100,1,1,False,False,False,100,False,False,True
Standards,312,./markedupfiles/046.txt,1,312,False,3,100,2,0,False,False,False,100,False,False,True
Privileges,314,./markedupfiles/046.txt,1,314,False,5,100,1,1,False,False,False,100,False,False,True
Committee,315,./markedupfiles/046.txt,1,315,False,100,100,2,0,False,False,False,100,False,False,True
MPs,319,./markedupfiles/046.txt,1,319,False,100,1,1,0,False,False,False,100,False,True,False
House,326,./markedupfiles/046.txt,1,326,False,3,100,2,0,False,False,False,100,False,False,False
Commons,328,./markedupfiles/046.txt,1,328,False,5,100,1,0,False,False,False,100,False,False,False
Blunkett,340,./markedupfiles/046.txt,1,340,False,3,1,2,0,False,False,False,100,False,False,True
Sir,348,./markedupfiles/046.txt,1,348,False,100,2,4,2,True,False,False,100,False,False,True
Alan,349,./markedupfiles/046.txt,1,349,False,100,1,5,1,False,False,False,100,False,False,True
Budd,350,./markedupfiles/046.txt,1,350,False,100,0,100,0,False,False,False,100,False,False,True
Mrs,362,./markedupfiles/046.txt,1,362,False,2,100,1,100,True,False,False,100,True,False,True
Quinns,363,./markedupfiles/046.txt,1,363,False,3,3,2,3,False,False,False,100,True,False,False
Leoncia,365,./markedupfiles/046.txt,1,365,False,5,1,4,1,False,False,False,100,False,False,True
Casalme,366,./markedupfiles/046.txt,1,366,False,100,0,5,0,False,False,False,100,False,False,False
Last,372,./markedupfiles/046.txt,1,372,False,4,3,2,100,False,False,False,100,True,False,True
Blunkett,375,./markedupfiles/046.txt,1,375,False,3,0,5,1,False,False,False,100,False,False,False
High,382,./markedupfiles/046.txt,1,382,False,100,1,1,2,False,False,False,100,True,False,True
Court,383,./markedupfiles/046.txt,1,383,False,100,0,2,1,False,False,False,100,True,False,True
Mrs,386,./markedupfiles/046.txt,1,386,False,2,3,1,1,True,False,False,100,True,False,True
Quinn,387,./markedupfiles/046.txt,1,387,False,3,2,2,0,False,False,False,100,False,False,False
Blunkett,394,./markedupfiles/046.txt,1,394,False,4,1,3,1,False,False,False,100,False,False,False
High,410,./markedupfiles/046.txt,1,410,False,5,1,1,1,False,False,False,100,False,False,True
Court,411,./markedupfiles/046.txt,1,411,False,100,0,2,0,False,False,False,100,False,False,True
Downing,428,./markedupfiles/046.txt,1,428,False,100,1,2,1,False,False,False,100,True,False,True
Street,429,./markedupfiles/046.txt,1,429,False,100,0,3,0,False,False,False,100,False,False,True
Blairs,433,./markedupfiles/046.txt,1,433,False,3,0,3,1,False,False,False,100,False,False,False
Nuclear,0,./markedupfiles/052.txt,1,0,False,100,0,100,100,False,False,False,100,False,False,False
Amitai,32,./markedupfiles/052.txt,1,32,False,4,3,3,1,False,False,False,100,True,False,True
Etzioni,33,./markedupfiles/052.txt,1,33,False,5,2,4,0,False,False,False,100,True,False,False
New,38,./markedupfiles/052.txt,1,38,False,2,2,1,3,False,False,False,100,True,False,True
Labour,39,./markedupfiles/052.txt,1,39,False,3,1,2,2,False,False,False,100,True,False,True
Axis,47,./markedupfiles/052.txt,1,47,False,100,2,1,0,False,False,False,100,True,False,False
Evil,49,./markedupfiles/052.txt,1,49,False,100,0,1,0,False,False,False,100,True,False,False
Russia,61,./markedupfiles/052.txt,1,61,False,5,100,4,0,False,False,False,100,True,True,False
Pakistan,63,./markedupfiles/052.txt,1,63,False,100,3,1,0,False,False,False,100,False,True,False
Professor,85,./markedupfiles/052.txt,1,85,False,100,1,3,1,False,False,False,100,True,False,False
Etzioni,86,./markedupfiles/052.txt,1,86,True,100,0,4,0,False,False,False,1,True,False,True
President,92,./markedupfiles/052.txt,1,92,False,1,100,1,3,False,False,False,100,True,False,False
Carters,93,./markedupfiles/052.txt,1,93,True,2,3,2,2,False,False,False,1,True,False,True
White,94,./markedupfiles/052.txt,1,94,False,3,2,3,1,False,False,False,2,False,False,True
House,95,./markedupfiles/052.txt,1,95,False,4,1,4,0,False,False,False,3,False,False,True
Blairite,108,./markedupfiles/052.txt,1,108,False,4,100,1,100,False,False,False,100,False,False,True
Third,109,./markedupfiles/052.txt,1,109,False,5,100,2,3,False,False,False,100,False,False,True
Way,110,./markedupfiles/052.txt,1,110,False,100,3,3,2,False,False,False,100,False,False,True
Foreign,117,./markedupfiles/052.txt,1,117,False,3,2,1,100,False,False,False,100,True,False,True
Policy,118,./markedupfiles/052.txt,1,118,False,4,1,2,3,False,False,False,100,True,False,True
Centre,119,./markedupfiles/052.txt,1,119,False,5,0,3,2,False,False,False,100,False,False,True
Attempts,136,./markedupfiles/052.txt,1,136,False,4,0,3,0,False,False,False,100,False,False,False
Prof,213,./markedupfiles/052.txt,1,213,False,100,100,3,100,False,False,False,100,False,False,False
Etzioni,214,./markedupfiles/052.txt,1,214,True,100,100,4,100,False,False,False,100,False,False,True
Iran,223,./markedupfiles/052.txt,1,223,False,100,100,1,0,False,False,False,100,False,False,False
North,225,./markedupfiles/052.txt,1,225,False,100,100,1,1,False,False,False,100,False,False,True
Korea,226,./markedupfiles/052.txt,1,226,False,100,100,2,0,False,False,False,100,False,False,True
Russia,250,./markedupfiles/052.txt,1,250,False,100,100,5,0,False,False,False,100,False,False,False
America,269,./markedupfiles/052.txt,1,269,False,100,2,4,0,False,False,False,100,False,False,True
Pakistan,276,./markedupfiles/052.txt,1,276,False,4,100,1,0,False,False,False,100,False,False,False
Abdul,284,./markedupfiles/052.txt,1,284,False,100,100,4,100,False,False,False,100,False,False,True
Qadeer,285,./markedupfiles/052.txt,1,285,False,100,100,5,100,False,False,False,100,False,False,True
Khan,286,./markedupfiles/052.txt,1,286,False,100,100,100,100,False,False,False,100,False,False,True
Prof,291,./markedupfiles/052.txt,1,291,False,100,100,100,2,False,False,False,100,False,False,False
Etzioni,292,./markedupfiles/052.txt,1,292,True,100,100,100,1,False,False,False,100,False,False,True
Pakistani,307,./markedupfiles/052.txt,1,307,False,4,100,1,1,False,False,False,100,True,False,False
Osama,311,./markedupfiles/052.txt,1,311,False,100,3,2,3,False,False,False,100,True,False,True
Bin,312,./markedupfiles/052.txt,1,312,False,100,2,3,2,False,False,False,100,True,False,True
Laden,313,./markedupfiles/052.txt,1,313,False,100,1,4,1,False,False,False,100,True,False,True
Upgrading,332,./markedupfiles/052.txt,1,332,False,100,100,3,1,False,False,False,100,False,False,False
Creating,343,./markedupfiles/052.txt,1,343,False,100,100,4,0,False,False,False,100,True,False,False
Global,346,./markedupfiles/052.txt,1,346,False,100,2,2,2,False,False,False,100,True,False,True
Safety,347,./markedupfiles/052.txt,1,347,False,100,1,3,1,False,False,False,100,True,False,True
Authority,348,./markedupfiles/052.txt,1,348,False,100,0,4,0,False,False,False,100,True,False,True
September,363,./markedupfiles/052.txt,1,363,False,3,100,2,2,False,False,False,100,True,False,False
United,368,./markedupfiles/052.txt,1,368,False,100,100,1,100,False,False,False,100,False,False,True
Nations,369,./markedupfiles/052.txt,1,369,False,100,100,2,100,False,False,False,100,False,False,True
Encouraging,372,./markedupfiles/052.txt,1,372,False,100,100,5,1,False,False,False,100,False,False,False
Compelling,414,./markedupfiles/052.txt,1,414,False,100,100,3,1,False,False,False,100,False,False,False
UKs,0,./markedupfiles/085.txt,1,0,False,100,3,100,2,False,False,False,100,False,False,False
Essential,32,./markedupfiles/085.txt,1,32,False,2,1,3,1,False,False,False,100,True,False,True
Guide,33,./markedupfiles/085.txt,1,33,False,3,0,4,0,False,False,False,100,True,False,True
British,35,./markedupfiles/085.txt,1,35,False,1,100,1,100,False,False,False,100,False,False,True
Quangos,36,./markedupfiles/085.txt,1,36,False,2,100,2,100,False,False,False,100,False,False,True
Dan,39,./markedupfiles/085.txt,1,39,False,5,1,5,2,False,False,False,100,False,False,True
Lewis,40,./markedupfiles/085.txt,1,40,False,100,0,100,1,False,False,False,100,False,False,False
Labour,54,./markedupfiles/085.txt,1,54,False,3,0,2,2,False,False,False,100,False,False,False
Tories,78,./markedupfiles/085.txt,1,78,False,100,100,4,0,False,False,False,100,False,False,False
Lib,80,./markedupfiles/085.txt,1,80,False,100,3,1,2,False,False,False,100,False,False,True
Dems,81,./markedupfiles/085.txt,1,81,False,100,2,2,1,False,False,False,100,False,False,True
Conservative,91,./markedupfiles/085.txt,1,91,False,100,100,3,100,False,False,False,100,True,False,False
John,94,./markedupfiles/085.txt,1,94,False,100,3,100,100,False,False,False,100,False,False,True
Redwood,95,./markedupfiles/085.txt,1,95,False,100,2,100,100,False,False,False,100,False,False,False
Conservative,114,./markedupfiles/085.txt,1,114,False,100,1,3,1,False,False,False,100,False,False,False
Lib,132,./markedupfiles/085.txt,1,132,False,100,100,3,100,False,False,False,100,False,False,True
Dem,133,./markedupfiles/085.txt,1,133,False,100,100,4,100,False,False,False,100,False,False,True
Davey,136,./markedupfiles/085.txt,1,136,False,100,1,100,3,False,False,False,100,False,False,False
New,145,./markedupfiles/085.txt,1,145,False,100,1,5,1,False,False,False,100,False,False,True
Labour,146,./markedupfiles/085.txt,1,146,False,100,0,3,0,False,False,False,100,False,False,True
Tory,162,./markedupfiles/085.txt,1,162,False,100,100,1,0,False,False,False,100,False,False,False
Labour,164,./markedupfiles/085.txt,1,164,False,100,100,1,1,False,False,False,100,False,False,False
Liberal,171,./markedupfiles/085.txt,1,171,False,2,1,2,100,False,False,False,100,False,False,True
Democrats,172,./markedupfiles/085.txt,1,172,False,3,0,3,100,False,False,False,100,False,False,False
Labour,185,./markedupfiles/085.txt,1,185,False,3,1,4,1,False,False,False,100,False,False,False
Gershon,198,./markedupfiles/085.txt,1,198,False,5,100,100,1,False,False,False,100,False,False,True
Report,199,./markedupfiles/085.txt,1,199,False,100,3,100,0,False,False,False,100,False,False,True
Lewis,211,./markedupfiles/085.txt,1,211,False,100,100,4,1,False,False,False,100,False,False,False
British,272,./markedupfiles/085.txt,1,272,False,2,100,1,2,False,False,False,100,False,False,True
Potato,273,./markedupfiles/085.txt,1,273,False,3,100,2,1,False,False,False,100,False,False,True
Council,274,./markedupfiles/085.txt,1,274,False,4,100,3,0,False,False,False,100,False,False,True
Milk,276,./markedupfiles/085.txt,1,276,False,100,100,5,2,False,False,False,100,False,False,True
Development,277,./markedupfiles/085.txt,1,277,False,100,100,2,1,False,False,False,100,False,False,True
Council,278,./markedupfiles/085.txt,1,278,False,100,100,3,0,False,False,False,100,False,False,True
Energy,280,./markedupfiles/085.txt,1,280,False,100,100,5,100,False,False,False,100,False,False,True
Savings,281,./markedupfiles/085.txt,1,281,False,100,100,2,100,False,False,False,100,False,False,True
Trust,282,./markedupfiles/085.txt,1,282,False,100,100,3,3,False,False,False,100,False,False,True
Agricultural,283,./markedupfiles/085.txt,1,283,False,100,100,4,2,False,False,False,100,False,False,True
Wages,284,./markedupfiles/085.txt,1,284,False,100,100,5,1,False,False,False,100,False,False,True
Committees,285,./markedupfiles/085.txt,1,285,False,100,100,100,0,False,False,False,100,False,False,True
Wine,287,./markedupfiles/085.txt,1,287,False,100,100,1,2,False,False,False,100,False,False,True
Standards,288,./markedupfiles/085.txt,1,288,False,100,100,2,1,False,False,False,100,False,False,True
Board,289,./markedupfiles/085.txt,1,289,False,100,100,3,0,False,False,False,100,False,False,True
Westminster,291,./markedupfiles/085.txt,1,291,False,100,100,5,1,False,False,False,100,False,False,True
Foundation,292,./markedupfiles/085.txt,1,292,False,100,100,2,0,False,False,False,100,False,False,True
Democracy,294,./markedupfiles/085.txt,1,294,False,100,100,1,0,False,False,False,100,False,False,False
Football,296,./markedupfiles/085.txt,1,296,False,100,100,1,3,False,False,False,100,False,False,True
Licensing,297,./markedupfiles/085.txt,1,297,False,100,100,2,2,False,False,False,100,False,False,True
Authority,298,./markedupfiles/085.txt,1,298,False,100,100,3,1,False,False,False,100,False,False,True
Investors,299,./markedupfiles/085.txt,1,299,False,100,100,4,0,False,False,False,100,False,False,True
People,301,./markedupfiles/085.txt,1,301,False,100,100,1,1,False,False,False,100,True,False,True
Economic,305,./markedupfiles/085.txt,1,305,False,100,100,1,0,False,False,False,100,True,False,False
Social,307,./markedupfiles/085.txt,1,307,False,100,100,4,100,False,False,False,100,False,False,True
Research,308,./markedupfiles/085.txt,1,308,False,100,100,5,100,False,False,False,100,False,False,True
Council,309,./markedupfiles/085.txt,1,309,False,100,100,3,3,False,False,False,100,False,False,True
Lewis,311,./markedupfiles/085.txt,1,311,False,100,100,5,1,False,False,False,100,False,False,True
Potato,318,./markedupfiles/085.txt,1,318,False,100,1,5,2,False,False,False,100,False,False,True
Council,319,./markedupfiles/085.txt,1,319,False,100,0,3,1,False,False,False,100,False,False,True
Energy,340,./markedupfiles/085.txt,1,340,False,4,100,1,2,False,False,False,100,True,False,True
Savings,341,./markedupfiles/085.txt,1,341,False,5,100,2,1,False,False,False,100,True,False,True
Trust,342,./markedupfiles/085.txt,1,342,False,100,100,3,0,False,False,False,100,True,False,True
British,357,./markedupfiles/085.txt,1,357,False,100,3,1,1,False,False,False,100,False,False,False
Agricultural,369,./markedupfiles/085.txt,1,369,False,3,3,1,2,False,False,False,100,False,False,True
Wages,370,./markedupfiles/085.txt,1,370,False,4,2,2,1,False,False,False,100,False,False,True
Committees,371,./markedupfiles/085.txt,1,371,False,5,1,3,0,False,False,False,100,False,False,True
Wayne,408,./markedupfiles/085.txt,1,408,False,3,2,1,1,False,False,False,100,False,False,True
Rooney,409,./markedupfiles/085.txt,1,409,False,4,1,2,0,False,False,False,100,False,False,False
Football,427,./markedupfiles/085.txt,1,427,False,3,2,1,2,False,False,False,100,False,False,True
Licensing,428,./markedupfiles/085.txt,1,428,False,4,1,2,1,False,False,False,100,False,False,True
Authority,429,./markedupfiles/085.txt,1,429,False,5,0,3,0,False,False,False,100,False,False,True
Lewis,439,./markedupfiles/085.txt,1,439,False,100,2,3,1,False,False,False,100,True,False,False
Efficiency,447,./markedupfiles/085.txt,1,447,False,4,100,1,0,False,False,False,100,False,False,False
Government,449,./markedupfiles/085.txt,1,449,False,100,100,1,2,False,False,False,100,True,False,True
Unit,450,./markedupfiles/085.txt,1,450,False,100,100,2,1,False,False,False,100,True,False,True
Economic,462,./markedupfiles/085.txt,1,462,False,3,100,1,2,False,False,False,100,False,False,True
Research,463,./markedupfiles/085.txt,1,463,False,4,100,2,1,False,False,False,100,False,False,True
Council,464,./markedupfiles/085.txt,1,464,False,5,100,3,0,False,False,False,100,False,False,True
Centre,467,./markedupfiles/085.txt,1,467,False,100,100,1,0,False,False,False,100,False,False,False
Policy,469,./markedupfiles/085.txt,1,469,False,100,2,1,3,False,False,False,100,False,False,True
Studies,470,./markedupfiles/085.txt,1,470,False,100,1,2,2,False,False,False,100,False,False,True
Research,0,./markedupfiles/244.txt,1,0,False,100,100,100,1,False,False,False,100,False,False,False
Kellys,3,./markedupfiles/244.txt,1,3,False,100,2,1,2,False,False,False,100,False,False,False
Scientists,5,./markedupfiles/244.txt,1,5,False,100,0,3,0,False,False,False,100,False,False,False
Ruth,13,./markedupfiles/244.txt,1,13,False,100,3,4,100,False,False,False,100,False,False,True
Kellys,14,./markedupfiles/244.txt,1,14,False,100,2,5,100,False,False,False,100,False,False,False
Kelly,23,./markedupfiles/244.txt,1,23,False,100,1,100,0,False,False,False,100,False,True,False
Catholic,26,./markedupfiles/244.txt,1,26,False,1,0,1,0,False,False,False,100,False,False,False
Medical,37,./markedupfiles/244.txt,1,37,False,4,100,4,100,False,False,False,100,False,False,True
Research,38,./markedupfiles/244.txt,1,38,False,5,100,5,100,False,False,False,100,False,False,True
Council,39,./markedupfiles/244.txt,1,39,False,100,3,100,100,False,False,False,100,False,False,True
Professor,40,./markedupfiles/244.txt,1,40,False,100,2,100,100,False,False,False,100,False,False,True
Nancy,41,./markedupfiles/244.txt,1,41,False,100,1,100,100,False,False,False,1,False,False,True
Rothwell,42,./markedupfiles/244.txt,1,42,False,100,0,100,100,False,False,False,2,False,False,False
Kellys,45,./markedupfiles/244.txt,1,45,False,2,100,100,2,False,False,False,5,False,False,False
Department,57,./markedupfiles/244.txt,1,57,False,100,100,1,0,False,False,False,100,False,False,True
