Name,Price_INR,In The Box,Model Number,Model Name,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,OTG Compatible,Display Size,Resolution,Operating System,Processor Core,Primary Clock Speed,Internal Storage,RAM,Memory Card Slot Type,Primary Camera,Network Type,Supported Networks,Battery Capacity,Warranty Summary,GPRS,Removable Battery,Video Recording,Mini USB Version,Dial Color,Flash,EDGE Features,Audio Jack,Reading Type,Width,Battery Life,Important Apps,Predictive Text Input,Usage,Number of Cores,Sensor,Processor Speed,Sweat Proof,Indicator Type,Number of Buttons,Brand,Pre-installed Browser,Mini HDMI Port,Talk Time,Call Function,Scratch Resistant,Charging Method,Email Support,Speaker Volume,Number of Contact Points,Depth,Calorie Count,WAP Version,Call Divert,Shock Resistant,Operating Range,International Warranty,Display Type,Dual Camera Lens,Sales Package,Maximum Operating Altitude,Operating Frequency,GPU,Display,Standby Time,GPS,Diameter,Supported Memory Card Type,Frame Rate,Service Type,Voice Control,Java Application,Messaging Support,Primary Camera Available,Infrared,Music Player,Quick Charging,Supported Apps,One Touch Button,warranty_summary,Wi-Fi Hotspot,Activity Tracking Function,Call Records,Dial Shape,Thickness,Music Time,Supported Audio Format,Image Editor,Video Call Support,Compatible Device,Touch Enabled,Dual Battery,Bluetooth,3G,Optical Zoom,Display Resolution,Audio Formats,Bluetooth Support,Charger Type,Touch Control,Instant Message,Alarm Clock,Material,TV Out,Audio Features,Additional Content,Strap Color,Battery Type,Sensors,Internal Memory,Altimeter,Voice Input,Activity Tracker Present,Touchscreen Type,NFC,Step Count,Care Instructions,Display Colors,Social Networking Phone,Field of View,Other Features,Charging Time,Call Wait/Hold,User Memory,Chronograph,Full HD Recording,SIM Access,Logs,Keypad,Certification,Compatible Operating System,GPRS Features,Compatible Devices,Date & Time Display,Micro USB Port,User Interface,3G Speed,Conference Call,Expandable Storage,Connectivity Range,Calendar,Size,Backlight Display,JAVA Support,Microphone,Water Resistant,Rechargeable Battery,Notification,Graphics PPI,SMS,Phone Book Memory,Speed Dialing,Expandable Memory,Operating Temperature,Keypad Type,Noise Cancellation,Bluetooth Range,Supported Languages,USB Tethering,USB Connectivity,Wifi Enabled,Water Resistance Depth,Charge Time,Hot SWAP Support,Ringtones Format,Heart Rate Monitor,Compass,Supported Video Format,Other Display Features,HD Playback,Not Covered in Warranty,Closure,Other Connectivity Features,Language,Ideal For,Video Formats,Ergonomic Design,Audio Transparency,Compatible With,Browser,FM Radio Recording,Sound Enhancements,Brand Color,Technology Used,Primary Camera Features,WAP,Wireless Options,Mobile Tracker,Weight,MMS,Height,Map Support,HD Recording,Call Log Memory,Digital Zoom,Secondary Camera,Processor Type,Bluetooth Version,Wireless Charging,Water-Resistant Depth,Third Party App Support,not_covered_in_warranty,Mini USB Port,covered_in_warranty,Video Recording Resolution,Other Multimedia Features,Speaker Phone,Wifi Version,Speaker,Function,Battery Chargeable,Dial Material,Sensor Type,Suitable For,Call Timer,Type,Covered in Warranty,Strap Material,Other Fitness Features,Bluetooth Enabled,Talk time,FM Radio,Warranty Service Type,service_type,Wireless Data Processing,SIM Size,Audio Jack Supported,Stand By Time,Secondary Camera Available,Secondary Clock Speed,Other Dimensions,Notification Type,Secondary Camera Features,Processor Name,Wi-Fi Version,Heart Rate Monitor Present,Other Battery Features,Compatible OS,Hands Free,Smartphone,Games,Upgradable Operating System,Phone Book,Operating System Supported,SMS Memory,Wi-Fi,Resolution Type,Total Memory,Gesture Control,Type of Tracking,HD Game Support,DLNA Support,Series,GPS Support,Call Features,Internet Connectivity,EDGE,Business Phone,Other Watch Functions,Other Camera Features,Micro USB Version,Video Features,Domestic Warranty
I Kall K31 with Flash LightÂ Â (Black),‚¹599,"Handset, Battery, Charger and User Manual",K31,K31 with Flash Light,Black,Feature Phones,Dual Sim,No,No,No,1.8 inch,128 x 160 Pixels,,,,64 MB,32 MB,Dedicated Slot,0.3MP,2G,"GSM, GSM",1000 mAh,1 Year Manufacturer Warranty,Yes,Yes,,,,,,3.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,MP3,Yes,,,,,,,,,,Lithium-ion,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,8 GB,,,,,,,,,,,Yes,,,,,Alphanumeric,,,,,,,,,,,,,,,,,,,,,MP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1 Year warranty on the product for which the customer can visit the nearby service center of I KALL as we have more than 800 service centers all over India or can call our customer care number at: 0120-4731048 or mail us at:helpdeskcustomercare09@gmail.com,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,1 Year
Kechaoda K66 PlusÂ Â (Gold),‚¹901,"Mobile, USB",K-66 Plus,K66 Plus,Gold,Feature Phones,Dual Sim,No,No,No,1.77 inch,320*240,1,,1 MHz,32 MB,32 MB,Dedicated Slot,.3MP,2G,GSM,850 mAh,1 month,,Yes,,,,,,,,,,,No,,,,,,,,,,,3,,,,,,,,,,,,,,TFT,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,No,,,,,,,Li-on,,,,No,,,,,,65K,,,,,,,,,Dual stand by,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Alphanumeric,,,,,,,,,,"MP3, MP4",,,,,,,,,,,,,,,,,,,,,,,,.10 g,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Micro,,,,,,,,,,,,,No,No,,,Yes,,,,QVGA,,,,,,,,,,,No,,,,,
Iball CR2Â Â (Black & Gold),‚¹799,"Handset, Battery, Charger, User Manual, Warranty Card",CR2,CR2,Black & Gold,Feature Phones,Dual Sim,No,No,No,1.77 inch,160 x 240 Pixels,,,,1 MB,,Dedicated Slot,0.3MP,2G,"GSM, GSM",800 mAh,1 Year iBall India Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intex Eco MusicÂ Â (Black),‚¹799,"Handset, Charger, Manual",Eco Music,Eco Music,Black,Feature Phones,Dual Sim,No,No,No,1.8 inch,128 x 160$$Pixels,,,1 MHz,34.5 KB,100 MB,Dedicated Slot,0.8MP,2G,"GSM, GSM",1000 mAh,01 Year Manufacturer Warranty,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,NA,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Alphanumeric,,,"English, Hindi, Punjabi, Gujrati, Telgu, Urdu, Nepali, Support 23 Regional Lanugaes",,,,,,,,,,,,,Liquid and Physical Daman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01 Year Intex,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,
"Coolpad Note 5 Lite (Grey / Space Grey, 16 GB)Â Â (3 GB RAM)","‚¹7,900","Handset, Charger, Guide",3505I,Note 5 Lite,Grey / Space Grey,Smartphones,Dual Sim,Yes,Yes,Yes,5 inch,720 x 1280 Pixels,Android Marshmallow 6.0,Quad Core,1.2 GHz,16 GB,3 GB,Hybrid Slot,13MP,"4G, 3G, 2G","4G LTE, GSM",2500 mAh,"1 Year for Handset , 6 months for Accessories",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qualcomm 0 Quad Core 1.2GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony Xperia XZs (Ice Blue, 64 GB)Â Â (4 GB RAM)","‚¹41,990","Handset, Quick Charger, USB Type-C Data Cable, Startup Guide, Stereo Headphones",G8232,Xperia XZs,Ice Blue,Smartphones,Dual Sim,Yes,Yes,Yes,5.2 inch,1920 x 1080 pixels,Android Nougat 7,Quad Core,2.2 GHz,64 GB,4 GB,Hybrid Slot,19MP,"4G VOLTE, 3G, 2G","4G LTE, 4G LTE",2900 mAh,Brand Warranty of 1 Year,Yes,,Yes,,,,,3.5 mm,,72 mm,,,,,,,,,,,,Android,,,,,,,,,8.1 mm,,,,,,,Triluminos,,,,,,,,,,microSDXC,960 fps Slow Motion Videos fps,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,Yes,,,"LPCM, FLAC, ALAC, DSD, MP3",Yes,,,,,,,,,,,Fingerprint Sensor,,,,,,Yes,,,,,,"Battery: Smart Stamina, Qnovo Adaptive Charging, Battery Care, Stamina Mode, Qualcomm Quick Charge 3.0, Wi-Fi Miracast, Google Cast, PS4 Remote Play",,,,,Yes,,,,,,,,,,,HSPA+,,256 GB,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,"X-Reality for Mobile Picture Engine, Dynamic Contrast Enhancer, sRGB 138%, Corning Gorilla Glass",,,,,,,,,,,,,"DSEE HX, LDAC, Digital Noise Cancelling, Clear Audio+, Stereo Speaker with S-Force Front Surround, Stereo Recording",,,"Slow Motion Camera, Motion Eye Camera, 1/2.3 inch Exmor RS for Mobile Memory Stacked Sensor, Pixel Pitch 1.22 micrometer, Triple Image Sensing Technology, Predictive Hybrid Autofocus, Predictive Capture, 0.5 sec Quick Launch and Capture, Anti-distortion Shutter, Low-light Photo: ISO12800/4000 (Video), HDR Photo, 25 mm Wide G Lens F2.0, BIONZ for Mobile Image-processing Engine, SteadyShot with Intelligent Active Mode (5-axis stablization)",,,,161 g,,146 mm,Google Maps,Yes,Yes,Digital Zoom: x8,13MP,Qualcomm Snapdragon 820 64-bit,4.2,,,,,,,3840 x 2160,,,,,,,,,,,,,,,,,,,,,Nano SIM,,,Yes,,,,"Wide Angle Selfie Camera, 1/3.06 inch Exmor RS for Mobile Image Sensor, 22 mm Wide-angle Lens F2.0, ISO 6400 (Photo) / 1600 (Video), SteadyShot with Intelligent Active Mode (5-axis Stablization)",,,,,,,Yes,,,Yes,,,Yes,Full HD,,,,,Yes,,Yes,,"4G, 3G, Wi-Fi, GPRS, EDGE",Yes,,,,,,
Intex Eco Sports+Â Â (Black and Red),‚¹728,"Handset, Battery, Travel Charger, User Manual, Earphone",2133-3941-073,Eco Sports+,Black and Red,Feature Phones,Dual Sim,No,,No,1.8 inch,128 x 160 Pixels,,,,32 MB,,Dedicated Slot,0.08MP,2G,"GSM, GSM",800 mAh,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Yes,,Yes,,,,,3.5 mm,,47.5 mm,,,,,,,,,,,,Fun Club and Services,,,,,,,,,15.24 mm,,,Yes,,,,,,,,,,,,,,microSD,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,"AAC, MP3, WAV, AMR",Yes,,,,,,,,,,,,,,,,,,,,262 K,,,"Torch Light, Auto Call Record, Black List (Block Calls from Unwanted Numbers), White List (Receive Calls from Desired Numbers), Fun Club, Calendar, Alarm, Calculator, World Clock, Stopwatch, Screenshot, Data Protection, Chipset: SC 6531DA, 5 Pin Micro USB, File Manager, Image Viewer, FM Scheduler, Sound Recorder, Contact to Display, Handset Lock (Numerical), Music Timer, Songs (Next and Previous), Restore All, Long Press 8 Key for Call Mute, SOS Key on 5, 9 hrs Music Continuous Play Time (Till Full Battery Discharge), 6 hrs Video Continuous Play Time (Till Full Battery Discharge)",,,,,,,,Yes,,,,,,Yes,,,,32 GB,,,,,,,,,,,Yes,1000,,,,Alphanumeric,,,"KN, ML, OR, PA, TL, MR, TA, GU, BE, UR, HI, English",,Yes,,,,,,,,,,,,,,,,"AVI, 3GP, MP4",,,,,Yes,Speaker Size: 20 x 30 mm Normal Speaker,,,,,,,72 g,,111.1 mm,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Ninja Up,,Yes,,200,,NA,,,,,,,,,GPRS,,,,,,,
"LYF Water F1S (Black, 32 GB)Â Â (3 GB RAM)","‚¹20,249","Handset,Adapter,Earphone,USB Cable,Protective Case,User Manual,Warranty Card",,Water F1S,Black,Smartphones,Dual Sim,Yes,Yes,Yes,5.2 inch,1920 x 1080 pixels,Android Marshmallow 6,Octa Core,1.8 GHz,32 GB,3 GB,Hybrid Slot,16MP,"4G VOLTE, 3G, 2G","4G LTE, 4G LTE",3000 mAh,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Yes,,Yes,,,Front and Rear LED,Class 12,3.5 mm,,73.1 mm,,,,,,,,,,,,Android,,,,,,,,,7.7 mm,,,,,,,IPS,,,,"GSM - 1900 / 1800 / 850 / 900 MHz; WCDMA - B1 (2100) / B8 (900) MHz; 4G LTE (FDD) - B3 (1800) / B5 (850) MHz, LTE (TDD) - B40 (2300) MHz",Adreno 510 @550 MHz,,,,,microSD,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,"MP3, AAC, AAC+, AMR, MIDI, OGG, WMA",Yes,,,,,,,,,,,"Accelerometer, Proximity Sensor, Gyroscope, E-Compass, Ambient Light Sensor, Hall Sensor",,,,,Capacitive,,,,,,,"Talktime: Upto 11.5 hrs (4G), Video Playback: Upto 8 hrs, Audio Playback: Upto 21 hrs, Microsoft Exchange, Motion and Gesture: Wake / Unlock / Music Play-pause / Camera Launch, Gesture Character: C, e, O, W, M, Type-C USB 2.0",,,,,Yes,,,,,,Class 12,,,,,,,128 GB,,,,,,,,,,423 ppi,Yes,,,,,,,,,,Yes,,,,,,,,,"Screen Protection: Corning Concore Glass 3, Screen Mirroring, Pixel Density: (W) 0.020 mm (H) 0.060 mm",,,,,,,"MP4, MPEG, 3GP, MKV",,,,,,"Noise Cancellation with Dual Microphone, Loudspeaker: 1 W / 1.5 W, 93 dB",,,"Auto Frame Rate, Red Eye Reduction, Continuous Auto Focus, Video HDR Supported in Code Chroma Flash, OptiZoom, UbiFocus (MultiFocus), LLV, LLP, EIS",,,,146 g,,148 mm,Google Maps,Yes,Yes,Digital Zoom - 8x (Front and Rear),5MP,Qualcomm Snapdragon 652 Octa Core 1.8GHz,4,,,,,,,3849X2160(4K UHD),,,,,,,,,,,,,,,,,Yes,,,,Nano SIM and Nano SIM,,,Yes,1.4 GHz,,,Fixed Focus,,802.11 b/g/n/a/ac,,,,,Yes,,,Yes,,,Yes,Full HD,,,,,,,Yes,,"4G, 3G, Wi-Fi, GPRS, EDGE",Yes,,,,,,
I Kall K35Â Â (Red),‚¹799,"Handset, Battery, Earphone, Charger, User Manual",K-35,K35,Red,Feature Phones,Dual Sim,No,No,No,2.4 inch,240 x 320 Pixels,,,,64 MB,32 MB,Dedicated Slot,0.3MP,2G,"GSM, GSM",1800 mAh,1 Year Manufacturer Warranty,,Yes,,,,,,3.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Li-Ion,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,8 GB,,,,,,,,,,,Yes,,,,,Alphanumeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1 YEAR warranty on the product for which the customer can reach out to our customer care number at: 0120-4731048 or mail us directly at: helpdeskcustomercare09@gmail.com or can visit nearby I KALL service center,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,1 Year
Nokia 1110IÂ Â (Black & Silver),‚¹980,"Handset, Compatible Battery, Compatible Charger",1110i,1110I,Black & Silver,Feature Phones,Single Sim,No,No,0,3 inch,128 x 160$$Pixels,N/A,,1 MHz,4 MB,4 MB,,0MP,2G,GSM,900 mAh,NA,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,No,,,,,4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Alphanumeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
"I Kall K3310 Combo Of Two MobileÂ Â (Yellow, Red)","‚¹1,199","2 Handsets, 2 Batteries, 1 Charger",K3310,K3310 Combo Of Two Mobile,"Yellow, Red",Feature Phones,Dual Sim,No,No,No,1.8 inch,128 x 160 Pixels,,,,64 MB,32 MB,Dedicated Slot,0.3MP,2G,"GSM, GSM",1000 mAh,1 Year Manufacturing Warranty,,Yes,,,,,,3.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,MP3,Yes,,,,,,,,,,Li-Ion,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,8 GB,,,,,,,,,,,Yes,,,,,Alphanumeric,,,,,,,,,,,,,,,,,,,,,MP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1 Year warranty on the product for which the customer can visit the nearby service center of I KALL or can call our customer care number at 0120-4731048 or can mail us at:helpdeskcustomercare09@gmail.com,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,1 Year
"Samsung Galaxy J7 Nxt (Gold, 16 GB)Â Â (2 GB RAM)","‚¹9,990","Handset, Charger, Battery, Handsfree Earphone, User Manual",SM-J701FZDDINS,Galaxy J7 Nxt,Gold,Smartphones,Dual Sim,No,Yes,Yes,5.5 inch,1280 x 720 Pixels,Android Nougat 7.0,Octa Core,1.6 GHz,16 GB,2 GB,Dedicated Slot,13MP,"4G, 3G, 2G",4G LTE,3000 mAh,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,Yes,Yes,,,Rear Flash,,3.5 mm Stereo,,152.4 mm,,,,,,,,,,,,,,,,,,,,,7.6 mm,,,,,,,Super AMOLED,,,,,,,,,,microSD,30 fps,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",Yes,,,,,,,,,,,"Accelerometer, Proximity Sensor",,,,,,,,,16 M,,,"ANT+, Wi-Fi Direct, Gear Circle (Manager Support), Gear Fit, Gear Fit2, Gear1, Gear2, Gear2 Neo, Gear S, Gear S2, Gear S3, Gear IconX",,,,,,,,,,,,,,Yes,,,,256 GB,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",,,,,,,,,"f1.9, Auto Focus",,,,170 g,,78.6 mm,Google Maps,,Yes,,5MP,Exynos Octa-Core 1.6 GHz,v4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro SIM (3FF),,,Yes,,,,f2.2,,802.11 b/g/n (2.4 GHz),,,,,,,,,,,Yes,HD,,,,,,,Yes,,"4G, 3G, Wi-Fi",,,,,,,
"Micromax Bharat 4 (Black/Jet Black, 16 GB)Â Â (1 GB RAM)","‚¹4,999","Handset, Charger, Battery, Handsfree, USB Cable, User Guide, Screen Guard",Q440,Bharat 4,Black/Jet Black,Smartphones,Dual Sim,No,Yes,Yes,5.0 inch,1280 x 720 Pixels,Android Nougat 7,Quad Core,1.3 GHz,16 GB,1 GB,Dedicated Slot,5MP,"4G VOLTE, 4G, 3G","4G VoLTE, GSM, UMTS, 4G LTE, WCDMA",2500 mAh,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Yes,,Yes,,,Front and Rear Flash,,3.5 mm,,73 mm,,,,,,,,,,,,,,Talk Time: 6 - 7 hrs,,,,,,,9 mm,,2,,,,,TFT,,,,"GSM: Bands (2/3/5/8), WCDMA: Bands (1/8), 4G LTE FDD: Bands (3/5), TDD: B40",Mali - T720 MP1,,,,,microSD,30 fps,,,,,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,Yes,,,"MP3, AAC, M4A, AMR, WAV, OPUS, MID, FLAC, OGG",Yes,,,,,,,,,,,"Gravity Sensors, Proximity Sensor (By SW)",,,,,Capacitive,,,,16.7 M,,,"Dedicate Side Key, Standby Time: 170 - 180 hrs, Browsing Time: 5 - 6 hrs, BIS Charger Certification, 2-pin Charger, Video Resolution: H.264: 1080P / 30fps / 40Mbps, MPEG-4: 1080P / 30fps / 40Mbps, H.263: 1080P / 30fps / 40Mbps, FM Radio (Supported Frequency Band): 87.5 - 108 MHz, FM Recording Formats: AMR, Email - POP3, IMAP4, Data Cable: Support 5-pin Micro USB, 1.2 m Data Cable, Headset Type: Stereo, STK",,,2,,,,,,,,Class 12,,,Yes,,"HSDPA (Downlink Speed): Rel.7 21 Mbps Downlink, HSUPA (Uplink Speed): Rel.7 5.76 Mbps Uplink",,32 GB,,,,,,,,,,,Yes,,Yes,,,,,,"English, Persian, Arabic, Bengali, Spanish, French, Russian, Romanian and etc",,Yes,,,,,,,,,"Pinch Zoom, x2 Multitouch",,,,,,,"H.264: 1080P / 30fps / 50Mbps, MPEG-4 / DivX / XviD: 1080P / 30fps / 40Mbps, H.263: 1080P / 30fps / 40Mbps, Sorenson Spark: 1080P / 30fps / 40Mbps, VP8: 1080P / 30fps / 40Mbps, VP9, MPEG2",,,,,Yes,,,,"Fixed Focus, 1944 x 2592 Pixels, Zoom Level x4, Brightness Level: 0 - 6, Multi Shot: 3, 6, 10, Night Mode, Video Recording: 720p",Yes,,,150 g,Yes,144.5 mm,Google Maps,Yes,,,5MP,MT6737,4,,,,,,,1280 x 720 Pixels,,,,,,,,,,,,,,,,,Yes,,,,Micro SIM and Micro SIM,,,Yes,,,,"Fixed Focus, 1944 x 2592 Pixels",,802.11b/g/n,,,,,Yes,,,,,,Yes,HD,,,,,,,Yes,,"4G, 3G, Wi-Fi, WAP, GPRS",,,,,,,
Lava Captain K1 PlusÂ Â (Black Red),‚¹939,"Handset, Charger, Battery, User Manual",,Captain K1 Plus,Black Red,Feature Phones,Dual Sim,No,,No,1.8 inch,128 x 160 Pixels,,,,,,Dedicated Slot,0.3MP,2G,"GSM, GSM",1750 mAh,Brand Warranty of 2 Year Available for Mobile and 6 Months for Accessories T &C,,Yes,Yes,,,,,3.5 mm,,49 mm,,,,,,,,,,,,,,,,,,,,,14.7 mm,,,,,,,,,,,"GSM - 900, 1800",,,,,,microSD,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,MP3,Yes,,,,,,,,,,Li-Ion,,,,,,,,,,,,,"Alarm, Auto Call Recording with Folder, Black List Feature (Get Freedom from Unwanted Calls and Messages), LED Torch",,,,,,,,Yes,,,,,,,,,,32 GB,,,,,,,,,,,Yes,1000,,,,Alphanumeric,,,6 Languages,,,,,,,,,,,,,,,,,,"MP4, 3GP",,,,,,,,,,,,Yes,120 g,,114 mm,,,Yes,,,SC6531DA,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,200,,NA,,,,,,,,,,,,,,,,
"Micromax Canvas Play 4G Q469 Dual Sim - Moon Dust (Grey, 16 GB)Â Â (2 GB RAM)","‚¹6,499","Phone, Battery, Charger, Earphone, Warranty Card",Q469,Canvas Play 4G Q469 Dual Sim - Moon Dust,Grey,Smartphones,Dual Sim,,Yes,,5.5 inch,1280 x 720 Pixels,Android Lollipop 5.0.2,Quad Core,1.2 GHz,16 GB,2 GB,,13MP,,"UMTS, UMTS",2820 mAh,1 Year Manufacturer Warranty,,,,,,,,,,164 mm,,,,,,,,,,,,,,,,,,,,,42 mm,,,,,,,IPS,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,,,,Yes,,,,,,,,Hands Free,,,"Light Sensor, Gravity Sensor, Proximity, Magnetic Sensor",,,,,HD IPS capacitiveÃ‚Â touch screen,,,,,,,,,,,,,Dual Sim,,,,,,,,,,,,32,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,"Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, panel, damages caused to the product by accident, lightening, ingress of water, fire, dropping or excessive shock, any damage caused due to tampering of the product by an unauthorized agent, liability for loss of data, recorded images or business opportunity loss.",,,,,,,,,,,,,,,,,,100 g,,94 mm,,,,,5MP,,,,,,,,,,,,,,,,,,,,,Warranty of the product is limited to manufacturing defects only,,,,,,,,,Nano SIM,,,Yes,,,,,,,,,,,Yes,,,Yes,,,,HD,,,,,,,,,,,,,,,,
Fox Champ FX240Â Â (Black),‚¹999,"Handset, Battery,Charger,User Manual,Warranty Card",Champ FX240,Champ FX240,Black,Feature Phones,Dual Sim,No,No,No,2.4,240 x 320$$Pixels,,,1 MHz,2 MB,1 MB,Dedicated Slot,0.3MP,2G,"GSM, GSM",1800,1 Year Manufacturer Warranty,,Yes,,,,Yes,,3.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,32 GB,,,,,,,,,,,Yes,500,,,,Alphanumeric,,,22 Regional Languages,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,1 Year
"Karbonn Alfa A91 Storm 3G (Black & Gun Metal, 4 GB)Â Â (512 MB RAM)","‚¹2,548","1 Handset, 1 Battery, 1 Handsfree, 1 USB Cable, 1 Charger, 1 User Manual",Alfa A91 Storm,Alfa A91 Storm 3G,Black & Gun Metal,Smartphones,Dual Sim,No,Yes,No,4 inch,480 x 800,Android Lollipop 5.1,Quad Core,1.2 GHz,4 GB,512 MB,Dedicated Slot,2MP,3G,"GSM, WCDMA",2000 mAh,1 Year Manufacturer Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MicroSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HANDSFREE CHARGER DATA CABLE ALL IN BOX,,,,,,,,Capacitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WVGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,
