All-Words,end,filename,n-gram,start,classtype
Mr Beith,179,./markedupfiles/002.txt,2,178,True
Beith urged,180,./markedupfiles/002.txt,2,179,False
information commissioner,183,./markedupfiles/002.txt,2,182,False
"""e-mail regime""",190,./markedupfiles/002.txt,2,189,False
"information regime"".",197,./markedupfiles/002.txt,2,196,False
"regime"". Mr",198,./markedupfiles/002.txt,2,197,False
Mr Thomas,199,./markedupfiles/002.txt,2,198,True
"""The new",202,./markedupfiles/002.txt,2,201,False
new Act,203,./markedupfiles/002.txt,2,202,False
"criminal offence.""",223,./markedupfiles/002.txt,2,222,False
"offence."" He",224,./markedupfiles/002.txt,2,223,False
lord chancellor.,245,./markedupfiles/002.txt,2,244,False
chancellor. All,246,./markedupfiles/002.txt,2,245,False
All e-mails,247,./markedupfiles/002.txt,2,246,False
information laws,255,./markedupfiles/002.txt,2,254,False
important thing,259,./markedupfiles/002.txt,2,258,False
Mr Thomas,268,./markedupfiles/002.txt,2,267,True
Thomas .,269,./markedupfiles/002.txt,2,268,False
". ""If",270,./markedupfiles/002.txt,2,269,False
long-standing principle,279,./markedupfiles/002.txt,2,278,False
public authorities.,286,./markedupfiles/002.txt,2,285,False
authorities. It's,287,./markedupfiles/002.txt,2,286,False
"it. ""But",307,./markedupfiles/002.txt,2,306,False
deliberate destruction,310,./markedupfiles/002.txt,2,309,False
later disclosure,317,./markedupfiles/002.txt,2,316,False
"totally condemned.""",322,./markedupfiles/002.txt,2,321,False
"condemned."" The",323,./markedupfiles/002.txt,2,322,False
The Freedom,324,./markedupfiles/002.txt,2,323,False
Information Act,327,./markedupfiles/002.txt,2,326,False
England Wales,331,./markedupfiles/002.txt,2,330,False
Northern Ireland,334,./markedupfiles/002.txt,2,333,False
next year.,337,./markedupfiles/002.txt,2,336,False
year. Similar,338,./markedupfiles/002.txt,2,337,False
Scotland. It,350,./markedupfiles/002.txt,2,349,False
public bodies,366,./markedupfiles/002.txt,2,365,False
bodies subject,367,./markedupfiles/002.txt,2,366,False
various exemptions.,370,./markedupfiles/002.txt,2,369,False
exemptions. Its,371,./markedupfiles/002.txt,2,370,False
Its implementation,372,./markedupfiles/002.txt,2,371,False
information commissioner.,379,./markedupfiles/002.txt,2,378,False
commissioner. Labour,380,./markedupfiles/002.txt,2,379,False
new mothers,9,./markedupfiles/001.txt,2,8,False
new proposals,19,./markedupfiles/001.txt,2,18,False
Industry Secretary,26,./markedupfiles/001.txt,2,25,False
Secretary Patricia,27,./markedupfiles/001.txt,2,26,False
Patricia Hewitt.,28,./markedupfiles/001.txt,2,27,False
Hewitt. It,29,./markedupfiles/001.txt,2,28,False
nine months,39,./markedupfiles/001.txt,2,38,False
Ms Hewitt,43,./markedupfiles/001.txt,2,42,True
GMTV's Sunday,46,./markedupfiles/001.txt,2,45,False
Sunday programme.,47,./markedupfiles/001.txt,2,46,False
programme. Other,48,./markedupfiles/001.txt,2,47,False
letting maternity,52,./markedupfiles/001.txt,2,51,False
extending rights,60,./markedupfiles/001.txt,2,59,False
older children.,65,./markedupfiles/001.txt,2,64,False
children. The,66,./markedupfiles/001.txt,2,65,False
The Tories,67,./markedupfiles/001.txt,2,66,False
Tories dismissed,68,./markedupfiles/001.txt,2,67,False
Liberal Democrats,78,./markedupfiles/001.txt,2,77,False
misdirected. Ms,83,./markedupfiles/001.txt,2,82,False
Ms Hewitt,84,./markedupfiles/001.txt,2,83,True
"weeks. ""We",112,./markedupfiles/001.txt,2,111,False
nine months,121,./markedupfiles/001.txt,2,120,False
"next Parliament.""",144,./markedupfiles/001.txt,2,143,False
"Parliament."" She",145,./markedupfiles/001.txt,2,144,False
new mothers,148,./markedupfiles/001.txt,2,147,False
already entitled,151,./markedupfiles/001.txt,2,150,False
many women,159,./markedupfiles/001.txt,2,158,False
"paid. ""We",172,./markedupfiles/001.txt,2,171,False
firm commitment.,177,./markedupfiles/001.txt,2,176,False
commitment. We,178,./markedupfiles/001.txt,2,177,False
six months,188,./markedupfiles/001.txt,2,187,False
nine months,195,./markedupfiles/001.txt,2,194,False
months that's,196,./markedupfiles/001.txt,2,195,False
partner's maternity,220,./markedupfiles/001.txt,2,219,False
flexible working,231,./markedupfiles/001.txt,2,230,False
older children.,238,./markedupfiles/001.txt,2,237,False
children. The,239,./markedupfiles/001.txt,2,238,False
The Shadow,240,./markedupfiles/001.txt,2,239,False
Shadow Secretary,241,./markedupfiles/001.txt,2,240,False
Family Theresa,247,./markedupfiles/001.txt,2,246,False
Theresa May,248,./markedupfiles/001.txt,2,247,True
Gordon Brown,256,./markedupfiles/001.txt,2,255,True
Tony Blair,265,./markedupfiles/001.txt,2,264,True
"women voters.""",278,./markedupfiles/001.txt,2,277,False
"voters."" She",279,./markedupfiles/001.txt,2,278,False
proposals closer,287,./markedupfiles/001.txt,2,286,False
General Election.,291,./markedupfiles/001.txt,2,290,False
Election. Liberal,292,./markedupfiles/001.txt,2,291,False
Liberal Democrat,293,./markedupfiles/001.txt,2,292,False
Democrat spokeswoman,294,./markedupfiles/001.txt,2,293,False
women Sandra,297,./markedupfiles/001.txt,2,296,False
Sandra Gidley,298,./markedupfiles/001.txt,2,297,True
"""While mothers",301,./markedupfiles/001.txt,2,300,False
extra maternity,306,./markedupfiles/001.txt,2,305,False
Liberal Democrats,310,./markedupfiles/001.txt,2,309,False
"misdirected."" She",317,./markedupfiles/001.txt,2,316,False
boost maternity,323,./markedupfiles/001.txt,2,322,False
first six,328,./markedupfiles/001.txt,2,327,False
six months,329,./markedupfiles/001.txt,2,328,False
time. Ms,341,./markedupfiles/001.txt,2,340,False
Ms Hewitt,342,./markedupfiles/001.txt,2,341,True
Hewitt also,343,./markedupfiles/001.txt,2,342,False
employers. But,355,./markedupfiles/001.txt,2,354,False
But David,356,./markedupfiles/001.txt,2,355,False
David Frost,357,./markedupfiles/001.txt,2,356,True
Frost director,358,./markedupfiles/001.txt,2,357,False
director general,359,./markedupfiles/001.txt,2,358,False
British Chambers,363,./markedupfiles/001.txt,2,362,False
many small,369,./markedupfiles/001.txt,2,368,False
small firms,370,./markedupfiles/001.txt,2,369,False
"move. ""While",377,./markedupfiles/001.txt,2,376,False
government's statutory,390,./markedupfiles/001.txt,2,389,False
said. Further,409,./markedupfiles/001.txt,2,408,False
Further details,410,./markedupfiles/001.txt,2,409,False
Monday. New,420,./markedupfiles/001.txt,2,419,False
New mothers,421,./markedupfiles/001.txt,2,420,False
currently entitled,424,./markedupfiles/001.txt,2,423,False
average earnings,429,./markedupfiles/001.txt,2,428,False
first six,433,./markedupfiles/001.txt,2,432,False
six weeks,434,./markedupfiles/001.txt,2,433,False
giving birth,437,./markedupfiles/001.txt,2,436,False
six months,448,./markedupfiles/001.txt,2,447,False
months old.,449,./markedupfiles/001.txt,2,448,False
old. Brown,450,./markedupfiles/001.txt,2,449,False
Brown ally,1,./markedupfiles/005.txt,2,0,False
ally rejects,2,./markedupfiles/005.txt,2,1,False
rejects Budget,3,./markedupfiles/005.txt,2,2,False
Budget spree,4,./markedupfiles/005.txt,2,3,False
spree Chancellor,5,./markedupfiles/005.txt,2,4,False
Chancellor Gordon,6,./markedupfiles/005.txt,2,5,False
Gordon Brown's,7,./markedupfiles/005.txt,2,6,True
Brown's closest,8,./markedupfiles/005.txt,2,7,False
closest ally,9,./markedupfiles/005.txt,2,8,False
denied suggestions,12,./markedupfiles/005.txt,2,11,False
Budget giveaway,18,./markedupfiles/005.txt,2,17,False
March. Ed,22,./markedupfiles/005.txt,2,21,False
Ed Balls,23,./markedupfiles/005.txt,2,22,True
Balls ex-chief,24,./markedupfiles/005.txt,2,23,False
ex-chief economic,25,./markedupfiles/005.txt,2,24,False
economic adviser,26,./markedupfiles/005.txt,2,25,False
spending spree,36,./markedupfiles/005.txt,2,35,False
polling day.,39,./markedupfiles/005.txt,2,38,False
day. But,40,./markedupfiles/005.txt,2,39,False
But Mr,41,./markedupfiles/005.txt,2,40,False
Mr Balls,42,./markedupfiles/005.txt,2,41,True
prospective Labour,45,./markedupfiles/005.txt,2,44,False
Labour MP,46,./markedupfiles/005.txt,2,45,False
fiscal rules.,57,./markedupfiles/005.txt,2,56,False
rules. He,58,./markedupfiles/005.txt,2,57,False
Sir Digby,63,./markedupfiles/005.txt,2,62,False
Digby Jones,64,./markedupfiles/005.txt,2,63,False
Jones CBI,65,./markedupfiles/005.txt,2,64,False
CBI director,66,./markedupfiles/005.txt,2,65,False
director general,67,./markedupfiles/005.txt,2,66,False
Mr Brown,70,./markedupfiles/005.txt,2,69,True
extra cash,79,./markedupfiles/005.txt,2,78,False
pre-election bribes.,82,./markedupfiles/005.txt,2,81,False
bribes. Mr,83,./markedupfiles/005.txt,2,82,False
Mr Balls,84,./markedupfiles/005.txt,2,83,True
Labour candidate,97,./markedupfiles/005.txt,2,96,False
Mr Brown,105,./markedupfiles/005.txt,2,104,True
golden economic,110,./markedupfiles/005.txt,2,109,False
"- ""with",113,./markedupfiles/005.txt,2,112,False
"spare"". He",118,./markedupfiles/005.txt,2,117,False
current tax,130,./markedupfiles/005.txt,2,129,False
tax credit,131,./markedupfiles/005.txt,2,130,False
credit rules.,132,./markedupfiles/005.txt,2,131,False
rules. He,133,./markedupfiles/005.txt,2,132,False
He also,134,./markedupfiles/005.txt,2,133,False
rates ahead,140,./markedupfiles/005.txt,2,139,False
May election,145,./markedupfiles/005.txt,2,144,False
Labour Party's,151,./markedupfiles/005.txt,2,150,False
Party's chances,152,./markedupfiles/005.txt,2,151,False
winning. Expectations,155,./markedupfiles/005.txt,2,154,False
gathered pace,162,./markedupfiles/005.txt,2,161,False
house prices,167,./markedupfiles/005.txt,2,166,False
still rising.,170,./markedupfiles/005.txt,2,169,False
rising. Consumer,171,./markedupfiles/005.txt,2,170,False
Consumer borrowing,172,./markedupfiles/005.txt,2,171,False
near-record pace,177,./markedupfiles/005.txt,2,176,False
"January. ""If",180,./markedupfiles/005.txt,2,179,False
England's Monetary,187,./markedupfiles/005.txt,2,186,False
Monetary Policy,188,./markedupfiles/005.txt,2,187,False
economy -,209,./markedupfiles/005.txt,2,208,False
- I,218,./markedupfiles/005.txt,2,217,False
big election,228,./markedupfiles/005.txt,2,227,False
election issue,229,./markedupfiles/005.txt,2,228,False
Parliamentary lunch.,238,./markedupfiles/005.txt,2,237,False
"lunch. ""This",239,./markedupfiles/005.txt,2,238,False
"political culture.""",247,./markedupfiles/005.txt,2,246,False
"culture."" During",248,./markedupfiles/005.txt,2,247,False
BBC Radio,253,./markedupfiles/005.txt,2,252,False
Today programme,256,./markedupfiles/005.txt,2,255,False
programme Mr,257,./markedupfiles/005.txt,2,256,False
Mr Balls,258,./markedupfiles/005.txt,2,257,True
sure Mr,263,./markedupfiles/005.txt,2,262,False
Mr Brown's,264,./markedupfiles/005.txt,2,263,True
Brown's Budget,265,./markedupfiles/005.txt,2,264,False
"economy. ""I",276,./markedupfiles/005.txt,2,275,False
"""I don't",277,./markedupfiles/005.txt,2,276,False
pre-election spending,283,./markedupfiles/005.txt,2,282,False
spending spree,284,./markedupfiles/005.txt,2,283,False
spree -,285,./markedupfiles/005.txt,2,284,False
said. His,296,./markedupfiles/005.txt,2,295,False
His assurances,297,./markedupfiles/005.txt,2,296,False
Sir Digby,301,./markedupfiles/005.txt,2,300,False
Digby Jones,302,./markedupfiles/005.txt,2,301,False
extra cash,311,./markedupfiles/005.txt,2,310,False
improving workers',317,./markedupfiles/005.txt,2,316,False
workers' skills.,318,./markedupfiles/005.txt,2,317,False
skills. His,319,./markedupfiles/005.txt,2,318,False
His message,320,./markedupfiles/005.txt,2,319,False
"""Please don't",326,./markedupfiles/005.txt,2,325,False
"electioneering."" Sir",335,./markedupfiles/005.txt,2,334,False
Sir Digby,336,./markedupfiles/005.txt,2,335,True
"""I don't",339,./markedupfiles/005.txt,2,338,False
will. I,343,./markedupfiles/005.txt,2,342,False
prudent chancellor,352,./markedupfiles/005.txt,2,351,False
chancellor right,353,./markedupfiles/005.txt,2,352,False
way through.,356,./markedupfiles/005.txt,2,355,False
through. Stability,357,./markedupfiles/005.txt,2,356,False
key word,361,./markedupfiles/005.txt,2,360,False
word -,362,./markedupfiles/005.txt,2,361,False
- British,363,./markedupfiles/005.txt,2,362,False
British business,364,./markedupfiles/005.txt,2,363,False
boring stability,367,./markedupfiles/005.txt,2,366,False
"anything. ""We",371,./markedupfiles/005.txt,2,370,False
public spending,380,./markedupfiles/005.txt,2,379,False
spending don't,381,./markedupfiles/005.txt,2,380,False
away. But,385,./markedupfiles/005.txt,2,384,False
"people'. ""That",406,./markedupfiles/005.txt,2,405,False
good way,411,./markedupfiles/005.txt,2,410,False
"excess."" Mr",416,./markedupfiles/005.txt,2,415,False
Mr Balls,417,./markedupfiles/005.txt,2,416,True
whether Mr,422,./markedupfiles/005.txt,2,421,False
Mr Brown,423,./markedupfiles/005.txt,2,422,True
election amid,431,./markedupfiles/005.txt,2,430,False
amid speculation,432,./markedupfiles/005.txt,2,431,False
Foreign Secretary.,441,./markedupfiles/005.txt,2,440,False
"Secretary. ""I",442,./markedupfiles/005.txt,2,441,False
Gordon Brown,446,./markedupfiles/005.txt,2,445,True
successful Labour,454,./markedupfiles/005.txt,2,453,False
Labour government,455,./markedupfiles/005.txt,2,454,False
third term,461,./markedupfiles/005.txt,2,460,False
Conservative Party,473,./markedupfiles/005.txt,2,472,False
Mr Balls,480,./markedupfiles/005.txt,2,479,True
Today. Prime,483,./markedupfiles/005.txt,2,482,False
Prime Minister,484,./markedupfiles/005.txt,2,483,False
Minister Tony,485,./markedupfiles/005.txt,2,484,False
Tony Blair,486,./markedupfiles/005.txt,2,485,True
May. Labour,504,./markedupfiles/005.txt,2,503,False
Manchester The,3,./markedupfiles/004.txt,2,2,False
The Labour,4,./markedupfiles/004.txt,2,3,False
Labour Party,5,./markedupfiles/004.txt,2,4,False
autumn conference,11,./markedupfiles/004.txt,2,10,False
confirmed. The,21,./markedupfiles/004.txt,2,20,False
The much,22,./markedupfiles/004.txt,2,21,False
much trailed,23,./markedupfiles/004.txt,2,22,False
trailed decision,24,./markedupfiles/004.txt,2,23,False
Labour's ruling,29,./markedupfiles/004.txt,2,28,False
ruling National,30,./markedupfiles/004.txt,2,29,False
National Executive,31,./markedupfiles/004.txt,2,30,False
Executive Committee,32,./markedupfiles/004.txt,2,31,False
traditional choice,39,./markedupfiles/004.txt,2,38,False
seaside venue.,43,./markedupfiles/004.txt,2,42,False
venue. It,44,./markedupfiles/004.txt,2,43,False
annual event.,62,./markedupfiles/004.txt,2,61,False
event. Blackpool,63,./markedupfiles/004.txt,2,62,False
much smaller,68,./markedupfiles/004.txt,2,67,False
smaller February,69,./markedupfiles/004.txt,2,68,False
February spring,70,./markedupfiles/004.txt,2,69,False
spring conference,71,./markedupfiles/004.txt,2,70,False
conference instead,72,./markedupfiles/004.txt,2,71,False
placatory move.,81,./markedupfiles/004.txt,2,80,False
move. For,82,./markedupfiles/004.txt,2,81,False
For years,83,./markedupfiles/004.txt,2,82,False
main political,86,./markedupfiles/004.txt,2,85,False
political parties,87,./markedupfiles/004.txt,2,86,False
Blackpool Bournemouth,92,./markedupfiles/004.txt,2,91,False
Brighton. And,95,./markedupfiles/004.txt,2,94,False
much larger,100,./markedupfiles/004.txt,2,99,False
larger annual,101,./markedupfiles/004.txt,2,100,False
annual conference,102,./markedupfiles/004.txt,2,101,False
coastal resort.,118,./markedupfiles/004.txt,2,117,False
resort. In,119,./markedupfiles/004.txt,2,118,False
The following,136,./markedupfiles/004.txt,2,135,False
following year,137,./markedupfiles/004.txt,2,136,False
year Bournemouth,138,./markedupfiles/004.txt,2,137,False
Bournemouth hosted,139,./markedupfiles/004.txt,2,138,False
party signed,145,./markedupfiles/004.txt,2,144,False
two year,148,./markedupfiles/004.txt,2,147,False
autumn conference.,156,./markedupfiles/004.txt,2,155,False
conference. Colin,157,./markedupfiles/004.txt,2,156,False
Colin Asplin,158,./markedupfiles/004.txt,2,157,True
Asplin Blackpool,159,./markedupfiles/004.txt,2,158,False
Blackpool Hotel,160,./markedupfiles/004.txt,2,159,False
Hotel Association,161,./markedupfiles/004.txt,2,160,False
"Blackpool. ""Obviously",176,./markedupfiles/004.txt,2,175,False
that. I,182,./markedupfiles/004.txt,2,181,False
"crowds. ""It",190,./markedupfiles/004.txt,2,189,False
Labour Party,196,./markedupfiles/004.txt,2,195,False
working class,201,./markedupfiles/004.txt,2,200,False
class party,202,./markedupfiles/004.txt,2,201,False
party doesn't,203,./markedupfiles/004.txt,2,202,False
main working,210,./markedupfiles/004.txt,2,209,False
working class,211,./markedupfiles/004.txt,2,210,False
class resort,212,./markedupfiles/004.txt,2,211,False
"country."" The",216,./markedupfiles/004.txt,2,215,False
The exact,217,./markedupfiles/004.txt,2,216,False
hotel accommodation,228,./markedupfiles/004.txt,2,227,False
block bookings,239,./markedupfiles/004.txt,2,238,False
major Manchester,246,./markedupfiles/004.txt,2,245,False
Manchester hotels,247,./markedupfiles/004.txt,2,246,False
official announcement.,251,./markedupfiles/004.txt,2,250,False
Hewitt decries 'career,2,./markedupfiles/003.txt,3,0,False
decries 'career sexism',3,./markedupfiles/003.txt,3,1,False
'career sexism' Plans,4,./markedupfiles/003.txt,3,2,False
beyond six months,12,./markedupfiles/003.txt,3,10,False
Labour's election manifesto,19,./markedupfiles/003.txt,3,17,False
said. Patricia Hewitt,28,./markedupfiles/003.txt,3,26,False
"""increasingly high priority""",44,./markedupfiles/003.txt,3,42,False
"""shared goal across",49,./markedupfiles/003.txt,3,47,False
"goal across government"".",50,./markedupfiles/003.txt,3,48,False
"across government"". Ms",51,./markedupfiles/003.txt,3,49,False
"government"". Ms Hewitt",52,./markedupfiles/003.txt,3,50,False
productivity seminar organised,61,./markedupfiles/003.txt,3,59,False
Equal Opportunities Commission,66,./markedupfiles/003.txt,3,64,False
six unpaid. Ms,82,./markedupfiles/003.txt,3,80,False
unpaid. Ms Hewitt,83,./markedupfiles/003.txt,3,81,False
first six months,113,./markedupfiles/003.txt,3,111,False
second six months.,118,./markedupfiles/003.txt,3,116,False
"six months. ""We",119,./markedupfiles/003.txt,3,117,False
"that."" Ms Hewitt",147,./markedupfiles/003.txt,3,145,False
Ms Hewitt also,148,./markedupfiles/003.txt,3,146,False
male dominated sectors,163,./markedupfiles/003.txt,3,161,False
dominated sectors saying,164,./markedupfiles/003.txt,3,162,False
sectors saying sexism,165,./markedupfiles/003.txt,3,163,False
still preventing women,171,./markedupfiles/003.txt,3,169,False
preventing women reaching,172,./markedupfiles/003.txt,3,170,False
full potential. Plans,176,./markedupfiles/003.txt,3,174,False
non-traditional jobs. Women,200,./markedupfiles/003.txt,3,198,False
Equal Opportunities Commission,214,./markedupfiles/003.txt,3,212,False
"gap. ""Career sexism",235,./markedupfiles/003.txt,3,233,False
"""Career sexism limits",236,./markedupfiles/003.txt,3,234,False
sexism limits opportunities,237,./markedupfiles/003.txt,3,235,False
"full potential. ""It",251,./markedupfiles/003.txt,3,249,False
assume someone cannot,258,./markedupfiles/003.txt,3,256,False
"segregated employment. ""Unfortunately",312,./markedupfiles/003.txt,3,310,False
"men. ""Career sexism",334,./markedupfiles/003.txt,3,332,False
male-dominated industry. Construction,354,./markedupfiles/003.txt,3,352,False
"even worse. ""But",358,./markedupfiles/003.txt,3,356,False
saying childcare jobs,365,./markedupfiles/003.txt,3,363,False
men. Career sexism,377,./markedupfiles/003.txt,3,375,False
"ways."" She added",382,./markedupfiles/003.txt,3,380,False
"figures. ""The average",398,./markedupfiles/003.txt,3,396,False
"""The average woman",399,./markedupfiles/003.txt,3,397,False
average woman working,400,./markedupfiles/003.txt,3,398,False
woman working full-time,401,./markedupfiles/003.txt,3,399,False
earning. For women,415,./markedupfiles/003.txt,3,413,False
For women working,416,./markedupfiles/003.txt,3,414,False
women working part-time,417,./markedupfiles/003.txt,3,415,False
equal wage policies.,455,./markedupfiles/003.txt,3,453,False
wage policies. Research,456,./markedupfiles/003.txt,3,454,False
policies. Research conducted,457,./markedupfiles/003.txt,3,455,False
average. Watchdog probes,524,./markedupfiles/003.txt,3,522,False
Watchdog probes e-mail,2,./markedupfiles/002.txt,3,0,False
probes e-mail deletions,3,./markedupfiles/002.txt,3,1,False
e-mail deletions The,4,./markedupfiles/002.txt,3,2,False
deletions The information,5,./markedupfiles/002.txt,3,3,False
The information commissioner,6,./markedupfiles/002.txt,3,4,False
three months old.,27,./markedupfiles/002.txt,3,25,False
months old. Richard,28,./markedupfiles/002.txt,3,26,False
old. Richard Thomas,29,./markedupfiles/002.txt,3,27,False
"Richard Thomas ""totally",30,./markedupfiles/002.txt,3,28,False
"Thomas ""totally condemned""",31,./markedupfiles/002.txt,3,29,False
information laws coming,45,./markedupfiles/002.txt,3,43,False
January. Government guidance,52,./markedupfiles/002.txt,3,50,False
"""no current purpose""",64,./markedupfiles/002.txt,3,62,False
"current purpose"" Mr",65,./markedupfiles/002.txt,3,63,False
"purpose"" Mr Thomas",66,./markedupfiles/002.txt,3,64,False
Mr Thomas said.,67,./markedupfiles/002.txt,3,65,False
Thomas said. The,68,./markedupfiles/002.txt,3,66,False
said. The Tories,69,./markedupfiles/002.txt,3,67,False
new rules. Tory,82,./markedupfiles/002.txt,3,80,False
rules. Tory leader,83,./markedupfiles/002.txt,3,81,False
Tory leader Michael,84,./markedupfiles/002.txt,3,82,False
leader Michael Howard,85,./markedupfiles/002.txt,3,83,False
Tony Blair demanding,91,./markedupfiles/002.txt,3,89,False
e-mail retention. On,101,./markedupfiles/002.txt,3,99,False
retention. On Monday,102,./markedupfiles/002.txt,3,100,False
On Monday Lib,103,./markedupfiles/002.txt,3,101,False
Monday Lib Dem,104,./markedupfiles/002.txt,3,102,False
Lib Dem constitutional,105,./markedupfiles/002.txt,3,103,False
Dem constitutional affairs,106,./markedupfiles/002.txt,3,104,False
constitutional affairs committee,107,./markedupfiles/002.txt,3,105,False
affairs committee chairman,108,./markedupfiles/002.txt,3,106,False
committee chairman Alan,109,./markedupfiles/002.txt,3,107,False
chairman Alan Beith,110,./markedupfiles/002.txt,3,108,False
Hutton Inquiry. The,131,./markedupfiles/002.txt,3,129,False
Inquiry. The timing,132,./markedupfiles/002.txt,3,130,False
"coincidence"" Mr Beith",156,./markedupfiles/002.txt,3,154,False
Mr Beith said.,157,./markedupfiles/002.txt,3,155,False
Beith said. But,158,./markedupfiles/002.txt,3,156,False
Cabinet Office spokeswoman,162,./markedupfiles/002.txt,3,160,False
"important records"". Mr",178,./markedupfiles/002.txt,3,176,False
"records"". Mr Beith",179,./markedupfiles/002.txt,3,177,False
Mr Beith urged,180,./markedupfiles/002.txt,3,178,False
"information regime"". Mr",198,./markedupfiles/002.txt,3,196,False
"regime"". Mr Thomas",199,./markedupfiles/002.txt,3,197,False
"""The new Act",203,./markedupfiles/002.txt,3,201,False
"criminal offence."" He",224,./markedupfiles/002.txt,3,222,False
lord chancellor. All,246,./markedupfiles/002.txt,3,244,False
chancellor. All e-mails,247,./markedupfiles/002.txt,3,245,False
Mr Thomas .,269,./markedupfiles/002.txt,3,267,False
"Thomas . ""If",270,./markedupfiles/002.txt,3,268,False
public authorities. It's,287,./markedupfiles/002.txt,3,285,False
"totally condemned."" The",323,./markedupfiles/002.txt,3,321,False
"condemned."" The Freedom",324,./markedupfiles/002.txt,3,322,False
next year. Similar,338,./markedupfiles/002.txt,3,336,False
public bodies subject,367,./markedupfiles/002.txt,3,365,False
various exemptions. Its,371,./markedupfiles/002.txt,3,369,False
exemptions. Its implementation,372,./markedupfiles/002.txt,3,370,False
information commissioner. Labour,380,./markedupfiles/002.txt,3,378,False
Industry Secretary Patricia,27,./markedupfiles/001.txt,3,25,False
Secretary Patricia Hewitt.,28,./markedupfiles/001.txt,3,26,False
Patricia Hewitt. It,29,./markedupfiles/001.txt,3,27,False
GMTV's Sunday programme.,47,./markedupfiles/001.txt,3,45,False
Sunday programme. Other,48,./markedupfiles/001.txt,3,46,False
older children. The,66,./markedupfiles/001.txt,3,64,False
children. The Tories,67,./markedupfiles/001.txt,3,65,False
The Tories dismissed,68,./markedupfiles/001.txt,3,66,False
misdirected. Ms Hewitt,84,./markedupfiles/001.txt,3,82,False
"next Parliament."" She",145,./markedupfiles/001.txt,3,143,False
firm commitment. We,178,./markedupfiles/001.txt,3,176,False
nine months that's,196,./markedupfiles/001.txt,3,194,False
older children. The,239,./markedupfiles/001.txt,3,237,False
children. The Shadow,240,./markedupfiles/001.txt,3,238,False
The Shadow Secretary,241,./markedupfiles/001.txt,3,239,False
Family Theresa May,248,./markedupfiles/001.txt,3,246,False
"women voters."" She",279,./markedupfiles/001.txt,3,277,False
General Election. Liberal,292,./markedupfiles/001.txt,3,290,False
Election. Liberal Democrat,293,./markedupfiles/001.txt,3,291,False
Liberal Democrat spokeswoman,294,./markedupfiles/001.txt,3,292,False
women Sandra Gidley,298,./markedupfiles/001.txt,3,296,False
first six months,329,./markedupfiles/001.txt,3,327,False
time. Ms Hewitt,342,./markedupfiles/001.txt,3,340,False
Ms Hewitt also,343,./markedupfiles/001.txt,3,341,False
employers. But David,356,./markedupfiles/001.txt,3,354,False
But David Frost,357,./markedupfiles/001.txt,3,355,False
David Frost director,358,./markedupfiles/001.txt,3,356,False
Frost director general,359,./markedupfiles/001.txt,3,357,False
many small firms,370,./markedupfiles/001.txt,3,368,False
said. Further details,410,./markedupfiles/001.txt,3,408,False
Monday. New mothers,421,./markedupfiles/001.txt,3,419,False
first six weeks,434,./markedupfiles/001.txt,3,432,False
six months old.,449,./markedupfiles/001.txt,3,447,False
months old. Brown,450,./markedupfiles/001.txt,3,448,False
old. Brown ally,451,./markedupfiles/001.txt,3,449,False
Brown ally rejects,2,./markedupfiles/005.txt,3,0,False
ally rejects Budget,3,./markedupfiles/005.txt,3,1,False
rejects Budget spree,4,./markedupfiles/005.txt,3,2,False
Budget spree Chancellor,5,./markedupfiles/005.txt,3,3,False
spree Chancellor Gordon,6,./markedupfiles/005.txt,3,4,False
Chancellor Gordon Brown's,7,./markedupfiles/005.txt,3,5,False
Gordon Brown's closest,8,./markedupfiles/005.txt,3,6,False
Brown's closest ally,9,./markedupfiles/005.txt,3,7,False
March. Ed Balls,23,./markedupfiles/005.txt,3,21,False
Ed Balls ex-chief,24,./markedupfiles/005.txt,3,22,False
Balls ex-chief economic,25,./markedupfiles/005.txt,3,23,False
ex-chief economic adviser,26,./markedupfiles/005.txt,3,24,False
polling day. But,40,./markedupfiles/005.txt,3,38,False
day. But Mr,41,./markedupfiles/005.txt,3,39,False
But Mr Balls,42,./markedupfiles/005.txt,3,40,False
prospective Labour MP,46,./markedupfiles/005.txt,3,44,False
fiscal rules. He,58,./markedupfiles/005.txt,3,56,False
Sir Digby Jones,64,./markedupfiles/005.txt,3,62,True
Digby Jones CBI,65,./markedupfiles/005.txt,3,63,False
Jones CBI director,66,./markedupfiles/005.txt,3,64,False
CBI director general,67,./markedupfiles/005.txt,3,65,False
pre-election bribes. Mr,83,./markedupfiles/005.txt,3,81,False
bribes. Mr Balls,84,./markedupfiles/005.txt,3,82,False
current tax credit,131,./markedupfiles/005.txt,3,129,False
tax credit rules.,132,./markedupfiles/005.txt,3,130,False
credit rules. He,133,./markedupfiles/005.txt,3,131,False
rules. He also,134,./markedupfiles/005.txt,3,132,False
Labour Party's chances,152,./markedupfiles/005.txt,3,150,False
still rising. Consumer,171,./markedupfiles/005.txt,3,169,False
rising. Consumer borrowing,172,./markedupfiles/005.txt,3,170,False
England's Monetary Policy,188,./markedupfiles/005.txt,3,186,False
big election issue,229,./markedupfiles/005.txt,3,227,False
"Parliamentary lunch. ""This",239,./markedupfiles/005.txt,3,237,False
"political culture."" During",248,./markedupfiles/005.txt,3,246,False
Today programme Mr,257,./markedupfiles/005.txt,3,255,False
